pl_name,matched,match_kind,master_lang_id,master_name,source_flags,extensions,in_pldb,in_linguist,in_wikipedia,in_esolang,in_hyperpolyglot,in_pygments,in_rosettacode,fuzzy_candidates
MHEG,False,,,,,,False,False,False,False,False,False,False,
Micro-Planner,False,,,,,,False,False,False,False,False,False,False,microplanner
microKanren,False,,,,,,False,False,False,False,False,False,False,
Microsoft BASIC,False,,,,,,False,False,False,False,False,False,False,microsoft-basic
Microsoft Small Basic,False,,,,,,False,False,False,False,False,False,False,
Miden,False,,,,,,False,False,False,False,False,False,False,
MIDL,False,,,,,,False,False,False,False,False,False,False,
Migen,False,,,,,,False,False,False,False,False,False,False,
Miller,False,,,,,,False,False,False,False,False,False,False,
Millet,False,,,,,,False,False,False,False,False,False,False,
Mind,False,,,,,,False,False,False,False,False,False,False,
Mindcode,False,,,,,,False,False,False,False,False,False,False,
MiniJava,False,,,,,,False,False,False,False,False,False,False,
Minimal BASIC,False,,,,,,False,False,False,False,False,False,False,
MiniScript,False,,,,,,False,False,False,False,False,False,False,
Minlog,False,,,,,,False,False,False,False,False,False,False,
MinML,False,,,,,,False,False,False,False,False,False,False,
MINOL,False,,,,,,False,False,False,False,False,False,False,
MIPS Assembly,False,,,,,,False,False,False,False,False,False,False,
Mira,False,,,,,,False,False,False,False,False,False,False,
mIRC Scripting Language,False,,,,,,False,False,False,False,False,False,False,
MIT Proto,False,,,,,,False,False,False,False,False,False,False,
MIT Scheme,False,,,,,,False,False,False,False,False,False,False,
Mitrion-C,False,,,,,,False,False,False,False,False,False,False,
Miva Script,False,,,,,,False,False,False,False,False,False,False,
MIXAL,False,,,,,,False,False,False,False,False,False,False,
mksh,False,,,,,,False,False,False,False,False,False,False,
ML/1,False,,,,,,False,False,False,False,False,False,False,
ML/370,False,,,,,,False,False,False,False,False,False,False,
ML/I,False,,,,,,False,False,False,False,False,False,False,
ML5,False,,,,,,False,False,False,False,False,False,False,
MLISP,False,,,,,,False,False,False,False,False,False,False,
MLj,False,,,,,,False,False,False,False,False,False,False,
Mlog,False,,,,,,False,False,False,False,False,False,False,
MLton,False,,,,,,False,False,False,False,False,False,False,
MMIXAL,False,,,,,,False,False,False,False,False,False,False,
MML,False,,,,,,False,False,False,False,False,False,False,
Moby,False,,,,,,False,False,False,False,False,False,False,
Model 204,False,,,,,,False,False,False,False,False,False,False,
MODSIM,False,,,,,,False,False,False,False,False,False,False,
Modula-1,False,,,,,,False,False,False,False,False,False,False,
Modula-2+,False,,,,,,False,False,False,False,False,False,False,modula-2
Modula-2R10,False,,,,,,False,False,False,False,False,False,False,
Modus,False,,,,,,False,False,False,False,False,False,False,
Moksha,False,,,,,,False,False,False,False,False,False,False,
Mondrian,False,,,,,,False,False,False,False,False,False,False,
Monicelli,False,,,,,,False,False,False,False,False,False,False,
Monkey X,False,,,,,,False,False,False,False,False,False,False,monkeyx
Monkey2,False,,,,,,False,False,False,False,False,False,False,monkey
Morpho,False,,,,,,False,False,False,False,False,False,False,
Moscow ML,False,,,,,,False,False,False,False,False,False,False,
Mosel,False,,,,,,False,False,False,False,False,False,False,
Moto,False,,,,,,False,False,False,False,False,False,False,
Movitz,False,,,,,,False,False,False,False,False,False,False,
Mozart,False,,,,,,False,False,False,False,False,False,False,
Mozart-Oz,False,,,,,,False,False,False,False,False,False,False,
MPASM,False,,,,,,False,False,False,False,False,False,False,
MPD,False,,,,,,False,False,False,False,False,False,False,
MR,False,,,,,,False,False,False,False,False,False,False,
MRQL,False,,,,,,False,False,False,False,False,False,False,
mruby,False,,,,,,False,False,False,False,False,False,False,
MSP430 Assembly,False,,,,,,False,False,False,False,False,False,False,
MSWLogo,False,,,,,,False,False,False,False,False,False,False,
MSX Basic,False,,,,,,False,False,False,False,False,False,False,
muLISP,False,,,,,,False,False,False,False,False,False,False,
muLISP-80,False,,,,,,False,False,False,False,False,False,False,
MultiJava,False,,,,,,False,False,False,False,False,False,False,
MultiLisp,False,,,,,,False,False,False,False,False,False,False,
Mun,False,,,,,,False,False,False,False,False,False,False,
Murex,False,,,,,,False,False,False,False,False,False,False,
Murmel,False,,,,,,False,False,False,False,False,False,False,
Murphi,False,,,,,,False,False,False,False,False,False,False,
MUSHcode,False,,,,,,False,False,False,False,False,False,False,
Music V,False,,,,,,False,False,False,False,False,False,False,
MyBASIC,False,,,,,,False,False,False,False,False,False,False,mbasic
MyHDL,False,,,,,,False,False,False,False,False,False,False,
Myr,False,,,,,,False,False,False,False,False,False,False,
N1QL,False,,,,,,False,False,False,False,False,False,False,
N3,False,,,,,,False,False,False,False,False,False,False,
Nadeshiko,False,,,,,,False,False,False,False,False,False,False,nadesiko
Nanoquery,False,,,,,,False,False,False,False,False,False,False,
Napier,False,,,,,,False,False,False,False,False,False,False,
NARS2000,False,,,,,,False,False,False,False,False,False,False,
Narya,False,,,,,,False,False,False,False,False,False,False,
NASTRAN,False,,,,,,False,False,False,False,False,False,False,
NAT,False,,,,,,False,False,False,False,False,False,False,
NATJ,False,,,,,,False,False,False,False,False,False,False,
NCAP2,False,,,,,,False,False,False,False,False,False,False,
NCAR Command Language,False,,,,,,False,False,False,False,False,False,False,
NDDL,False,,,,,,False,False,False,False,False,False,False,
NED,False,,,,,,False,False,False,False,False,False,False,
Nel,False,,,,,,False,False,False,False,False,False,False,
Neva,False,,,,,,False,False,False,False,False,False,False,
NFun,False,,,,,,False,False,False,False,False,False,False,
ngn/k,False,,,,,,False,False,False,False,False,False,False,
Nimble,False,,,,,,False,False,False,False,False,False,False,
NimScript,False,,,,,,False,False,False,False,False,False,False,
Niue,False,,,,,,False,False,False,False,False,False,False,
Nix Expression Language,False,,,,,,False,False,False,False,False,False,False,
nklang,False,,,,,,False,False,False,False,False,False,False,
nMigen,False,,,,,,False,False,False,False,False,False,False,
NoFlo,False,,,,,,False,False,False,False,False,False,False,
Noop,False,,,,,,False,False,False,False,False,False,False,
Not eXactly C,False,,,,,,False,False,False,False,False,False,False,
Not Quite C,False,,,,,,False,False,False,False,False,False,False,
Nova Assembly,False,,,,,,False,False,False,False,False,False,False,
Novah,False,,,,,,False,False,False,False,False,False,False,
Novika,False,,,,,,False,False,False,False,False,False,False,
NQL,False,,,,,,False,False,False,False,False,False,False,
NQP,False,,,,,,False,False,False,False,False,False,False,
Nqthm,False,,,,,,False,False,False,False,False,False,False,
NSBasic,False,,,,,,False,False,False,False,False,False,False,ns-basic;sbasic
NScripter,False,,,,,,False,False,False,False,False,False,False,
NTCC,False,,,,,,False,False,False,False,False,False,False,
Numbat,False,,,,,,False,False,False,False,False,False,False,
NuSMV,False,,,,,,False,False,False,False,False,False,False,
NVelocity,False,,,,,,False,False,False,False,False,False,False,
Nyx,False,,,,,,False,False,False,False,False,False,False,
OAL,False,,,,,,False,False,False,False,False,False,False,
Oberon+,False,,,,,,False,False,False,False,False,False,False,oberon
Oberon-0,False,,,,,,False,False,False,False,False,False,False,
Oberon-07,False,,,,,,False,False,False,False,False,False,False,
Oberon-1,False,,,,,,False,False,False,False,False,False,False,
Oberon-A,False,,,,,,False,False,False,False,False,False,False,
Obix,False,,,,,,False,False,False,False,False,False,False,
OBJ3,False,,,,,,False,False,False,False,False,False,False,
Objeck,False,,,,,,False,False,False,False,False,False,False,
Object Pascal,False,,,,,,False,False,False,False,False,False,False,object-pascal
Object REXX,False,,,,,,False,False,False,False,False,False,False,
Objective Caml,False,,,,,,False,False,False,False,False,False,False,
ObjectREXX,False,,,,,,False,False,False,False,False,False,False,object-rexx
Oblig,False,,,,,,False,False,False,False,False,False,False,
Oblivion Script,False,,,,,,False,False,False,False,False,False,False,
Oblix,False,,,,,,False,False,False,False,False,False,False,
Oblog,False,,,,,,False,False,False,False,False,False,False,
Oblong,False,,,,,,False,False,False,False,False,False,False,
Oeuf,False,,,,,,False,False,False,False,False,False,False,
OFlux,False,,,,,,False,False,False,False,False,False,False,
Oil Shell,False,,,,,,False,False,False,False,False,False,False,
Ol,False,,,,,,False,False,False,False,False,False,False,
ooRexx,False,,,,,,False,False,False,False,False,False,False,
OOT,False,,,,,,False,False,False,False,False,False,False,
Open Dylan,False,,,,,,False,False,False,False,False,False,False,
Open Object Rexx,False,,,,,,False,False,False,False,False,False,False,
Open Shading Language,False,,,,,,False,False,False,False,False,False,False,
OpenABL,False,,,,,,False,False,False,False,False,False,False,
OpenACC,False,,,,,,False,False,False,False,False,False,False,
OpenAxiom,False,,,,,,False,False,False,False,False,False,False,
OpenCilk,False,,,,,,False,False,False,False,False,False,False,
OpenCL C,False,,,,,,False,False,False,False,False,False,False,
OpenCOBOL,False,,,,,,False,False,False,False,False,False,False,
OpenGL Shading Language,False,,,,,,False,False,False,False,False,False,False,
OpenLaszlo,False,,,,,,False,False,False,False,False,False,False,
OpenRISC Assembly,False,,,,,,False,False,False,False,False,False,False,
OpenScript,False,,,,,,False,False,False,False,False,False,False,
OpShin,False,,,,,,False,False,False,False,False,False,False,
OQL,False,,,,,,False,False,False,False,False,False,False,
Orc,False,,,,,,False,False,False,False,False,False,False,
ORCA/C,False,,,,,,False,False,False,False,False,False,False,
ORCA/M,False,,,,,,False,False,False,False,False,False,False,
ORCA/Pascal,False,,,,,,False,False,False,False,False,False,False,
Oric BASIC,False,,,,,,False,False,False,False,False,False,False,
Oriel,False,,,,,,False,False,False,False,False,False,False,
Origin C,False,,,,,,False,False,False,False,False,False,False,
Orwell,False,,,,,,False,False,False,False,False,False,False,
Ott,False,,,,,,False,False,False,False,False,False,False,
Otus Lisp,False,,,,,,False,False,False,False,False,False,False,
OVAL,False,,,,,,False,False,False,False,False,False,False,
Overlog,False,,,,,,False,False,False,False,False,False,False,
Overtone,False,,,,,,False,False,False,False,False,False,False,
Ovid,False,,,,,,False,False,False,False,False,False,False,
Owl Lisp,False,,,,,,False,False,False,False,False,False,False,
OwlLisp,False,,,,,,False,False,False,False,False,False,False,
Oxygen Basic,False,,,,,,False,False,False,False,False,False,False,
OxygenBasic,False,,,,,,False,False,False,False,False,False,False,
Oxymoron,False,,,,,,False,False,False,False,False,False,False,
Oyster,False,,,,,,False,False,False,False,False,False,False,
P#,False,,,,,,False,False,False,False,False,False,False,
PA-RISC Assembly,False,,,,,,False,False,False,False,False,False,False,
PacketC,False,,,,,,False,False,False,False,False,False,False,
PACT I,False,,,,,,False,False,False,False,False,False,False,
PAL,False,,,,,,False,False,False,False,False,False,False,
Pallene,False,,,,,,False,False,False,False,False,False,False,
Palo Alto Tiny BASIC,False,,,,,,False,False,False,False,False,False,False,
Panda,False,,,,,,False,False,False,False,False,False,False,
Panini,False,,,,,,False,False,False,False,False,False,False,
Panorama,False,,,,,,False,False,False,False,False,False,False,
Paradoc,False,,,,,,False,False,False,False,False,False,False,
Parallaxis,False,,,,,,False,False,False,False,False,False,False,
PARI/GP,False,,,,,,False,False,False,False,False,False,False,
Pascal/MT+,False,,,,,,False,False,False,False,False,False,False,
PascalScript,False,,,,,,False,False,False,False,False,False,False,pascal-script
PC-BASIC,False,,,,,,False,False,False,False,False,False,False,
PCASTL,False,,,,,,False,False,False,False,False,False,False,
PCF,False,,,,,,False,False,False,False,False,False,False,
PDC Prolog,False,,,,,,False,False,False,False,False,False,False,
PDL2,False,,,,,,False,False,False,False,False,False,False,
PDML,False,,,,,,False,False,False,False,False,False,False,
PDP-1 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-10 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-11 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-12 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-15 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-4 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-5 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-6 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-7 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-8 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-9 Assembly,False,,,,,,False,False,False,False,False,False,False,
Pegasus Autocode,False,,,,,,False,False,False,False,False,False,False,pegasus-autocode
Pen,False,,,,,,False,False,False,False,False,False,False,
PEP-10,False,,,,,,False,False,False,False,False,False,False,
Pep-7,False,,,,,,False,False,False,False,False,False,False,
Pep-8,False,,,,,,False,False,False,False,False,False,False,
Pep-9,False,,,,,,False,False,False,False,False,False,False,
Pep/8,False,,,,,,False,False,False,False,False,False,False,
PEPA,False,,,,,,False,False,False,False,False,False,False,
Perl 6,False,,,,,,False,False,False,False,False,False,False,
Perlito,False,,,,,,False,False,False,False,False,False,False,
PerlScript,False,,,,,,False,False,False,False,False,False,False,
PET BASIC,False,,,,,,False,False,False,False,False,False,False,
PFE,False,,,,,,False,False,False,False,False,False,False,
pForth,False,,,,,,False,False,False,False,False,False,False,
PGF,False,,,,,,False,False,False,False,False,False,False,
pH,False,,,,,,False,False,False,False,False,False,False,
Phalanger,False,,,,,,False,False,False,False,False,False,False,
Phix,False,,,,,,False,False,False,False,False,False,False,
Phrogram,False,,,,,,False,False,False,False,False,False,False,
PIC Assembly,False,,,,,,False,False,False,False,False,False,False,
PICAXE BASIC,False,,,,,,False,False,False,False,False,False,False,
PicBasic,False,,,,,,False,False,False,False,False,False,False,
Piccolo,False,,,,,,False,False,False,False,False,False,False,
Pick BASIC,False,,,,,,False,False,False,False,False,False,False,
PICO-8,False,,,,,,False,False,False,False,False,False,False,
PicoBlaze Assembly,False,,,,,,False,False,False,False,False,False,False,
PicoC,False,,,,,,False,False,False,False,False,False,False,
Picol,False,,,,,,False,False,False,False,False,False,False,
Picrin,False,,,,,,False,False,False,False,False,False,False,
Pig Latin,False,,,,,,False,False,False,False,False,False,False,PigLatin
Pilog,False,,,,,,False,False,False,False,False,False,False,
Pinafore,False,,,,,,False,False,False,False,False,False,False,
Pine Script,False,,,,,,False,False,False,False,False,False,False,
Pixel Bender,False,,,,,,False,False,False,False,False,False,False,
Pixie,False,,,,,,False,False,False,False,False,False,False,
Pixilang,False,,,,,,False,False,False,False,False,False,False,
PL/0,False,,,,,,False,False,False,False,False,False,False,
PL/360,False,,,,,,False,False,False,False,False,False,False,
PL/6,False,,,,,,False,False,False,False,False,False,False,
PL/8,False,,,,,,False,False,False,False,False,False,False,
PL/A,False,,,,,,False,False,False,False,False,False,False,
PL/B,False,,,,,,False,False,False,False,False,False,False,
PL/C,False,,,,,,False,False,False,False,False,False,False,
PL/CS,False,,,,,,False,False,False,False,False,False,False,
PL/I,False,,,,,,False,False,False,False,False,False,False,
PL/J,False,,,,,,False,False,False,False,False,False,False,
PL/M,False,,,,,,False,False,False,False,False,False,False,
PL/M-386,False,,,,,,False,False,False,False,False,False,False,
PL/M-51,False,,,,,,False,False,False,False,False,False,False,
PL/M-80,False,,,,,,False,False,False,False,False,False,False,
PL/M-86,False,,,,,,False,False,False,False,False,False,False,
PL/P,False,,,,,,False,False,False,False,False,False,False,
PL/S,False,,,,,,False,False,False,False,False,False,False,
PL/SQL,False,,,,,,False,False,False,False,False,False,False,
PL/T,False,,,,,,False,False,False,False,False,False,False,
PL/Tcl,False,,,,,,False,False,False,False,False,False,False,
PL/Z,False,,,,,,False,False,False,False,False,False,False,
PL516,False,,,,,,False,False,False,False,False,False,False,
Plaid,False,,,,,,False,False,False,False,False,False,False,
Plait,False,,,,,,False,False,False,False,False,False,False,
PLAN,False,,,,,,False,False,False,False,False,False,False,
Plan 9 C,False,,,,,,False,False,False,False,False,False,False,
PLANC,False,,,,,,False,False,False,False,False,False,False,
Plato,False,,,,,,False,False,False,False,False,False,False,
PlayBasic,False,,,,,,False,False,False,False,False,False,False,
Plorth,False,,,,,,False,False,False,False,False,False,False,
Plover,False,,,,,,False,False,False,False,False,False,False,
PlusCal,False,,,,,,False,False,False,False,False,False,False,
Pluto,False,,,,,,False,False,False,False,False,False,False,
Plutus,False,,,,,,False,False,False,False,False,False,False,
PMML,False,,,,,,False,False,False,False,False,False,False,
Pocketlang,False,,,,,,False,False,False,False,False,False,False,
Pollen,False,,,,,,False,False,False,False,False,False,False,
PolyForth,False,,,,,,False,False,False,False,False,False,False,
PolyML,False,,,,,,False,False,False,False,False,False,False,
Polyphonic C#,False,,,,,,False,False,False,False,False,False,False,
Ponder,False,,,,,,False,False,False,False,False,False,False,
POOL,False,,,,,,False,False,False,False,False,False,False,
POP-1,False,,,,,,False,False,False,False,False,False,False,
POPLER,False,,,,,,False,False,False,False,False,False,False,
Portable Standard Lisp,False,,,,,,False,False,False,False,False,False,False,
Porth,False,,,,,,False,False,False,False,False,False,False,
PostFix,False,,,,,,False,False,False,False,False,False,False,
Potigol,False,,,,,,False,False,False,False,False,False,False,
Power Fx,False,,,,,,False,False,False,False,False,False,False,
Power Query M,False,,,,,,False,False,False,False,False,False,False,
Powerhouse,False,,,,,,False,False,False,False,False,False,False,
PowerLoom,False,,,,,,False,False,False,False,False,False,False,
PowerPC Assembly,False,,,,,,False,False,False,False,False,False,False,
PPL,False,,,,,,False,False,False,False,False,False,False,
ProbLog,False,,,,,,False,False,False,False,False,False,False,prolog
Produire,False,,,,,,False,False,False,False,False,False,False,
Profan²,False,,,,,,False,False,False,False,False,False,False,
Progress 4GL,False,,,,,,False,False,False,False,False,False,False,
Progress ABL,False,,,,,,False,False,False,False,False,False,False,
Prolog II,False,,,,,,False,False,False,False,False,False,False,
Prolog III,False,,,,,,False,False,False,False,False,False,False,
PROSE,False,,,,,,False,False,False,False,False,False,False,
Prova,False,,,,,,False,False,False,False,False,False,False,
ProVerif,False,,,,,,False,False,False,False,False,False,False,
PSF,False,,,,,,False,False,False,False,False,False,False,
PSHDL,False,,,,,,False,False,False,False,False,False,False,
PT Pascal,False,,,,,,False,False,False,False,False,False,False,
Ptolemy II,False,,,,,,False,False,False,False,False,False,False,
Purerl,False,,,,,,False,False,False,False,False,False,False,
PuzzleScript,False,,,,,,False,False,False,False,False,False,False,
Pyro,False,,,,,,False,False,False,False,False,False,False,
Pyrope,False,,,,,,False,False,False,False,False,False,False,
PyRTL,False,,,,,,False,False,False,False,False,False,False,
Pythran,False,,,,,,False,False,False,False,False,False,False,
Pyxell,False,,,,,,False,False,False,False,False,False,False,
Q (Kx Systems),False,,,,,,False,False,False,False,False,False,False,
Q'Nial,False,,,,,,False,False,False,False,False,False,False,
QA-4,False,,,,,,False,False,False,False,False,False,False,
QBX,False,,,,,,False,False,False,False,False,False,False,
QED,False,,,,,,False,False,False,False,False,False,False,
QEPCAD,False,,,,,,False,False,False,False,False,False,False,
QFTASM,False,,,,,,False,False,False,False,False,False,False,
QG,False,,,,,,False,False,False,False,False,False,False,
qGCL,False,,,,,,False,False,False,False,False,False,False,
Qi,False,,,,,,False,False,False,False,False,False,False,
Qi II,False,,,,,,False,False,False,False,False,False,False,
QMASM,False,,,,,,False,False,False,False,False,False,False,
Qnial,False,,,,,,False,False,False,False,False,False,False,
QPL,False,,,,,,False,False,False,False,False,False,False,
Qu-Prolog,False,,,,,,False,False,False,False,False,False,False,
Quackery,False,,,,,,False,False,False,False,False,False,False,
Quartz,False,,,,,,False,False,False,False,False,False,False,
Quil,False,,,,,,False,False,False,False,False,False,False,
Quintus Prolog,False,,,,,,False,False,False,False,False,False,False,
Quipper,False,,,,,,False,False,False,False,False,False,False,
Quirrel,False,,,,,,False,False,False,False,False,False,False,squirrel
QWIRE,False,,,,,,False,False,False,False,False,False,False,
Qy,False,,,,,,False,False,False,False,False,False,False,
RAISE,False,,,,,,False,False,False,False,False,False,False,
RAMIS,False,,,,,,False,False,False,False,False,False,False,
Rash,False,,,,,,False,False,False,False,False,False,False,
RATS,False,,,,,,False,False,False,False,False,False,False,
Raven,False,,,,,,False,False,False,False,False,False,False,
Ravi,False,,,,,,False,False,False,False,False,False,False,
RDFS,False,,,,,,False,False,False,False,False,False,False,
RDQL,False,,,,,,False,False,False,False,False,False,False,
Reactive ML,False,,,,,,False,False,False,False,False,False,False,
ReactiveML,False,,,,,,False,False,False,False,False,False,False,
ReasonML,False,,,,,,False,False,False,False,False,False,False,
Rebeca,False,,,,,,False,False,False,False,False,False,False,
ReCT,False,,,,,,False,False,False,False,False,False,False,
Redline Smalltalk,False,,,,,,False,False,False,False,False,False,False,
RedTT,False,,,,,,False,False,False,False,False,False,False,
Reflex,False,,,,,,False,False,False,False,False,False,False,
Reflow,False,,,,,,False,False,False,False,False,False,False,
Regina REXX,False,,,,,,False,False,False,False,False,False,False,
Rego,False,,,,,,False,False,False,False,False,False,False,
Rell,False,,,,,,False,False,False,False,False,False,False,
Remora,False,,,,,,False,False,False,False,False,False,False,
RenderMan Shading Language,False,,,,,,False,False,False,False,False,False,False,renderman-shading-language
Retro,False,,,,,,False,False,False,False,False,False,False,
Rexygen,False,,,,,,False,False,False,False,False,False,False,
rFun,False,,,,,,False,False,False,False,False,False,False,
RGSS,False,,,,,,False,False,False,False,False,False,False,
Rhope,False,,,,,,False,False,False,False,False,False,False,
Rhovas,False,,,,,,False,False,False,False,False,False,False,
Ride,False,,,,,,False,False,False,False,False,False,False,
Rink,False,,,,,,False,False,False,False,False,False,False,
RISC OS BASIC,False,,,,,,False,False,False,False,False,False,False,
RISC-V Assembly,False,,,,,,False,False,False,False,False,False,False,
Risor,False,,,,,,False,False,False,False,False,False,False,
RiveScript,False,,,,,,False,False,False,False,False,False,False,
rk,False,,,,,,False,False,False,False,False,False,False,
Robot,False,,,,,,False,False,False,False,False,False,False,
Robot Framework,False,,,,,,False,False,False,False,False,False,False,robotframework
Robot Karol,False,,,,,,False,False,False,False,False,False,False,
ROOM,False,,,,,,False,False,False,False,False,False,False,
RPAL,False,,,,,,False,False,False,False,False,False,False,
RPG II,False,,,,,,False,False,False,False,False,False,False,
RPG III,False,,,,,,False,False,False,False,False,False,False,
RPG IV,False,,,,,,False,False,False,False,False,False,False,
RPL/2,False,,,,,,False,False,False,False,False,False,False,
RPSL,False,,,,,,False,False,False,False,False,False,False,
RTcmix,False,,,,,,False,False,False,False,False,False,False,
RTL/2,False,,,,,,False,False,False,False,False,False,False,
Rubinius,False,,,,,,False,False,False,False,False,False,False,
Run BASIC,False,,,,,,False,False,False,False,False,False,False,
RunBasic,False,,,,,,False,False,False,False,False,False,False,run-basic
RVL,False,,,,,,False,False,False,False,False,False,False,
RWL,False,,,,,,False,False,False,False,False,False,False,
Rzk,False,,,,,,False,False,False,False,False,False,False,
S/360 Assembly,False,,,,,,False,False,False,False,False,False,False,
S/390 Assembly,False,,,,,,False,False,False,False,False,False,False,
S/SL,False,,,,,,False,False,False,False,False,False,False,
s7,False,,,,,,False,False,False,False,False,False,False,
S9fES,False,,,,,,False,False,False,False,False,False,False,
SA-C,False,,,,,,False,False,False,False,False,False,False,
SABR,False,,,,,,False,False,False,False,False,False,False,
SaC,False,,,,,,False,False,False,False,False,False,False,
SAL,False,,,,,,False,False,False,False,False,False,False,
Salmon,False,,,,,,False,False,False,False,False,False,False,
SB-Prolog,False,,,,,,False,False,False,False,False,False,False,
Scade,False,,,,,,False,False,False,False,False,False,False,
Scaffold,False,,,,,,False,False,False,False,False,False,False,
SCAMP,False,,,,,,False,False,False,False,False,False,False,
SCELBAL,False,,,,,,False,False,False,False,False,False,False,
SCELBI BASIC,False,,,,,,False,False,False,False,False,False,False,
SCEPTRE,False,,,,,,False,False,False,False,False,False,False,
Schelog,False,,,,,,False,False,False,False,False,False,False,
Scheme 48,False,,,,,,False,False,False,False,False,False,False,scheme48
Scheme-79,False,,,,,,False,False,False,False,False,False,False,
SCHOONSHIP,False,,,,,,False,False,False,False,False,False,False,schoonschip
Scilla,False,,,,,,False,False,False,False,False,False,False,
Sclang,False,,,,,,False,False,False,False,False,False,False,
Scryer Prolog,False,,,,,,False,False,False,False,False,False,False,
sCrypt,False,,,,,,False,False,False,False,False,False,False,
Scrypto,False,,,,,,False,False,False,False,False,False,False,
SDML,False,,,,,,False,False,False,False,False,False,False,
SectorLISP,False,,,,,,False,False,False,False,False,False,False,
Seph,False,,,,,,False,False,False,False,False,False,False,
SEQUEL,False,,,,,,False,False,False,False,False,False,False,
Sequential Function Chart,False,,,,,,False,False,False,False,False,False,False,sequential-function-chart
Sequoia,False,,,,,,False,False,False,False,False,False,False,
Setanta,False,,,,,,False,False,False,False,False,False,False,
SFTRAN,False,,,,,,False,False,False,False,False,False,False,
SGScript,False,,,,,,False,False,False,False,False,False,False,
Shakespeare Programming Language,False,,,,,,False,False,False,False,False,False,False,
Sharp APL,False,,,,,,False,False,False,False,False,False,False,
Shed Skin,False,,,,,,False,False,False,False,False,False,False,
Shesmu,False,,,,,,False,False,False,False,False,False,False,
Shiika,False,,,,,,False,False,False,False,False,False,False,
Short Code,False,,,,,,False,False,False,False,False,False,False,
SICStus Prolog,False,,,,,,False,False,False,False,False,False,False,
Sidef,False,,,,,,False,False,False,False,False,False,False,
Silice,False,,,,,,False,False,False,False,False,False,False,
Silq,False,,,,,,False,False,False,False,False,False,False,
Silver,False,,,,,,False,False,False,False,False,False,False,
Simkin,False,,,,,,False,False,False,False,False,False,False,
SIMPL+,False,,,,,,False,False,False,False,False,False,False,
Simplicity,False,,,,,,False,False,False,False,False,False,False,
SIMPOL,False,,,,,,False,False,False,False,False,False,False,
SIMSCRIPT II.5,False,,,,,,False,False,False,False,False,False,False,
SimTalk,False,,,,,,False,False,False,False,False,False,False,
SIMULA 67,False,,,,,,False,False,False,False,False,False,False,
Simula I,False,,,,,,False,False,False,False,False,False,False,
Sinclair BASIC,False,,,,,,False,False,False,False,False,False,False,sinclair-basic
Sing#,False,,,,,,False,False,False,False,False,False,False,
Single Assignment C,False,,,,,,False,False,False,False,False,False,False,
SIOD,False,,,,,,False,False,False,False,False,False,False,
Siren,False,,,,,,False,False,False,False,False,False,False,
Sketch,False,,,,,,False,False,False,False,False,False,False,
SKILL,False,,,,,,False,False,False,False,False,False,False,
Skribe,False,,,,,,False,False,False,False,False,False,False,
Skript,False,,,,,,False,False,False,False,False,False,False,Skript+
Slashes,False,,,,,,False,False,False,False,False,False,False,
Slate,False,,,,,,False,False,False,False,False,False,False,
SLAX,False,,,,,,False,False,False,False,False,False,False,
SLEIGH,False,,,,,,False,False,False,False,False,False,False,
Slogan,False,,,,,,False,False,False,False,False,False,False,
SMAL,False,,,,,,False,False,False,False,False,False,False,
Small Basic,False,,,,,,False,False,False,False,False,False,False,smallbasic
Smalltalk-71,False,,,,,,False,False,False,False,False,False,False,
Smalltalk-72,False,,,,,,False,False,False,False,False,False,False,
Smalltalk-74,False,,,,,,False,False,False,False,False,False,False,
Smalltalk-78,False,,,,,,False,False,False,False,False,False,False,
Smalltalk-82,False,,,,,,False,False,False,False,False,False,False,
Smalltalk/X,False,,,,,,False,False,False,False,False,False,False,
SmartBASIC,False,,,,,,False,False,False,False,False,False,False,
SmartPy,False,,,,,,False,False,False,False,False,False,False,smarty
SMIL,False,,,,,,False,False,False,False,False,False,False,
SmileBASIC,False,,,,,,False,False,False,False,False,False,False,
SML#,False,,,,,,False,False,False,False,False,False,False,
SML/NJ,False,,,,,,False,False,False,False,False,False,False,
SMP,False,,,,,,False,False,False,False,False,False,False,
SMT-LIB,False,,,,,,False,False,False,False,False,False,False,
SMV,False,,,,,,False,False,False,False,False,False,False,
SNOBOL1,False,,,,,,False,False,False,False,False,False,False,snobol
SNOBOL2,False,,,,,,False,False,False,False,False,False,False,snobol
Snowball,False,,,,,,False,False,False,False,False,False,False,
Snowflake Scripting,False,,,,,,False,False,False,False,False,False,False,
Soar,False,,,,,,False,False,False,False,False,False,False,
SOL,False,,,,,,False,False,False,False,False,False,False,
SOM,False,,,,,,False,False,False,False,False,False,False,
Sonic Pi,False,,,,,,False,False,False,False,False,False,False,
Source,False,,,,,,False,False,False,False,False,False,False,
SP/k,False,,,,,,False,False,False,False,False,False,False,
