canonical_name,lang_id,source_flags,extensions,source_count,alias_count,in_hyperpolyglot,in_pygments,in_rosettacode
apollo-guidance-computer,apollo-guidance-computer,esolang;linguist;pldb,.agc,3,1,True,False,False
gemini,gemini,esolang;linguist;pldb,.gmi,3,2,False,False,False
textile,textile,esolang;linguist;pldb,.textile,3,1,True,False,False
asp.net,asp.net,linguist;pldb,.asax .ascx .ashx .asmx .aspx .axd,2,3,False,True,True
mathpix-markdown,mathpix-markdown,pldb,,1,1,False,False,False
MathSeq,mathseq,esolang,,1,1,False,False,False
mathsy,mathsy,pldb,,1,1,False,False,False
mathtype,mathtype,pldb,,1,1,False,False,False
mathworks-file-exchange-pm,mathworks-file-exchange-pm,pldb,,1,1,False,False,False
matplotlib,matplotlib,pldb,,1,1,False,False,False
Matrexp,matrexp,esolang,,1,1,False,False,False
matrix-pascal,matrix-pascal,pldb,,1,1,False,False,False
matrix-protocol,matrix-protocol,pldb,,1,1,False,False,False
Matrixfuck,matrixfuck,esolang,,1,1,False,False,False
Matrixpone,matrixpone,esolang,,1,1,False,False,False
matroska,matroska,pldb,,1,1,False,False,False
"""Matthew Conlen"",",matthew-conlen,pldb,,1,1,False,False,False
maven-pm,maven-pm,pldb,,1,1,False,False,False
mavis,mavis,pldb,,1,1,False,False,False
mavo,mavo,pldb,,1,1,False,False,False
MAWP,mawp,esolang,,1,1,False,False,False
maya,maya,pldb,,1,1,False,False,False
maya-numerals,maya-numerals,pldb,,1,1,False,False,False
Maybe,maybe,esolang,,1,1,False,False,False
Maybe Later,maybe-later,esolang,,1,1,False,False,False
Maybebat,maybebat,esolang,,1,1,False,False,False
MaybeNumericBatch,maybenumericbatch,esolang,,1,1,False,False,False
Mayor Indbur,mayor-indbur,esolang,,1,1,False,False,False
Maze,maze,esolang,,1,1,False,False,False
Mazefuck,mazefuck,esolang,,1,1,False,False,False
MazeLang,mazelang,esolang,,1,1,False,False,False
Mazerunner,mazerunner,esolang,,1,1,False,False,False
/ˈæmbiːɛf/,mbif,esolang,,1,1,False,False,False
mbox,mbox,pldb,,1,1,False,False,False
MC14500B,mc14500b,esolang,,1,1,False,False,False
MCA (Old),mca-old,esolang,,1,1,False,False,False
MCBlocks,mcblocks,esolang,,1,1,False,False,False
mckeeman-form,mckeeman-form,pldb,,1,1,False,False,False
mcleyvier-command-language,mcleyvier-command-language,pldb,,1,1,False,False,False
mcobol,mcobol,pldb,,1,1,False,False,False
mcp,mcp,pldb,,1,1,False,False,False
md5-hash-function,md5-hash-function,pldb,,1,1,False,False,False
Md5sha1fuck,md5sha1fuck,esolang,,1,1,False,False,False
mdbs-qrs,mdbs-qrs,pldb,,1,1,False,False,False
mdd,mdd,pldb,,1,1,False,False,False
MDPN,mdpn,esolang,,1,1,False,False,False
mdq,mdq,pldb,,1,1,False,False,False
mdsvex,mdsvex,linguist,.svx,1,1,False,False,False
mdx-lang,mdx-lang,pldb,,1,1,False,False,False
Meadow,meadow,esolang,,1,1,False,False,False
Meander,meander,esolang,,1,1,False,False,False
meanscriptcli,meanscriptcli,pldb,,1,1,False,False,False
mech-lang,mech-lang,pldb,,1,1,False,False,False
Mechanicum,mechanicum,esolang,,1,1,False,False,False
MechaniQue,mechanique,esolang,,1,1,False,False,False
medic,medic,pldb,,1,1,False,False,False
medusa,medusa,pldb,,1,1,False,False,False
megalog,megalog,pldb,,1,1,False,False,False
megaparsec,megaparsec,pldb,,1,1,False,False,False
Melanjan,melanjan,esolang,,1,1,False,False,False
Melon,melon,esolang,,1,1,False,False,False
melpha-pm,melpha-pm,pldb,,1,1,False,False,False
memcached,memcached,pldb,,1,1,False,False,False
MemeS,memes,esolang,,1,1,False,False,False
Memescript,memescript,esolang,,1,1,False,False,False
memex-machine,memex-machine,pldb,,1,1,False,False,False
Memfractal,memfractal,esolang,,1,1,False,False,False
Memfuck,memfuck,esolang,,1,1,False,False,False
Memo,memo,esolang,,1,1,False,False,False
Memory,memory,esolang,,1,1,False,False,False
MEMORYLEEK,memoryleek,esolang,,1,1,False,False,False
MemPanic,mempanic,esolang,,1,1,False,False,False
mendel,mendel,pldb,,1,1,False,False,False
Mendeleev,mendeleev,esolang,,1,1,False,False,False
menhir,menhir,pldb,,1,1,False,False,False
Menn,menn,esolang,,1,1,False,False,False
Mention,mention,esolang,,1,1,False,False,False
Meow (Martsadas),meow-martsadas,esolang,,1,1,False,False,False
Meow (None1),meow-none1,esolang,,1,1,False,False,False
Meow (tommyaweosme),meow-tommyaweosme,esolang,,1,1,False,False,False
Meowlang,meowlang,esolang,,1,1,False,False,False
Mep,mep,esolang,,1,1,False,False,False
Mepytaruon,mepytaruon,esolang,,1,1,False,False,False
mercurial,mercurial,pldb,,1,1,False,False,False
Mercury (RemObjects BASIC programming language),mercury-remobjects-basic-programming-language,wikipedia,,1,1,False,False,False
mercury-programming-system,mercury-programming-system,pldb,,1,1,False,False,False
Merriment,merriment,esolang,,1,1,False,False,False
Merucik,merucik,esolang,,1,1,False,False,False
mesh,mesh,pldb,,1,1,False,False,False
messagepack,messagepack,pldb,,1,1,False,False,False
Messenger,messenger,esolang,,1,1,False,False,False
MESSo,messo,esolang,,1,1,False,False,False
Messyscript,messyscript,esolang,,1,1,False,False,False
met-english,met-english,pldb,,1,1,False,False,False
ＭＥＴＡ,meta,esolang,,1,1,False,False,False
Meta Memes,meta-memes,esolang,,1,1,False,False,False
Meta Minsky Machine,meta-minsky-machine,esolang,,1,1,False,False,False
meta-assembler,meta-assembler,pldb,,1,1,False,False,False
Meta-categorial,meta-categorial,esolang,,1,1,False,False,False
meta-lisp,meta-lisp,pldb,,1,1,False,False,False
Meta-meta-meta-meta-meta,meta-meta-meta-meta-meta,esolang,,1,1,False,False,False
meta-plus,meta-plus,pldb,,1,1,False,False,False
Metabox,metabox,esolang,,1,1,False,False,False
MetaC,metac,esolang,,1,1,False,False,False
metacomco,metacomco,pldb,,1,1,False,False,False
Metafractran,metafractran,esolang,,1,1,False,False,False
Metafuck,metafuck,esolang,,1,1,False,False,False
MetaGlow,metaglow,esolang,,1,1,False,False,False
MetaGolfScript,metagolfscript,esolang,,1,1,False,False,False
metah,metah,pldb,,1,1,False,False,False
MetaInterpreter,metainterpreter,esolang,,1,1,False,False,False
metal-programming-language,metal-programming-language,pldb,,1,1,False,False,False
metalang99,metalang99,pldb,,1,1,False,False,False
metalex,metalex,pldb,,1,1,False,False,False
metapi,metapi,pldb,,1,1,False,False,False
metasim,metasim,pldb,,1,1,False,False,False
Metat,metat,esolang,,1,1,False,False,False
Metatape,metatape,esolang,,1,1,False,False,False
metatem,metatem,pldb,,1,1,False,False,False
metaweb-query-language,metaweb-query-language,pldb,,1,1,False,False,False
Methesis,methesis,esolang,,1,1,False,False,False
methodology-description-language,methodology-description-language,pldb,,1,1,False,False,False
Metropolis,metropolis,esolang,,1,1,False,False,False
Meu,meu,esolang,,1,1,False,False,False
mewl,mewl,pldb,,1,1,False,False,False
Mexico,mexico,esolang,,1,1,False,False,False
MGIFOS,mgifos,esolang,,1,1,False,False,False
mgmt,mgmt,pldb,,1,1,False,False,False
MIBBLLII,mibbllii,esolang,,1,1,False,False,False
Mic,mic,esolang,,1,1,False,False,False
Mice in a maze,mice-in-a-maze,esolang,,1,1,False,False,False
Micro,micro,esolang,,1,1,False,False,False
micro-cpp,micro-cpp,pldb,,1,1,False,False,False
micro-editor,micro-editor,pldb,,1,1,False,False,False
micro-flowcharts,micro-flowcharts,pldb,,1,1,False,False,False
micro-mitten,micro-mitten,pldb,,1,1,False,False,False
microarchitecture-description-language,microarchitecture-description-language,pldb,,1,1,False,False,False
microblocks,microblocks,pldb,,1,1,False,False,False
microdare,microdare,pldb,,1,1,False,False,False
microdata,microdata,pldb,,1,1,False,False,False
Microjump,microjump,esolang,,1,1,False,False,False
microl,microl,pldb,,1,1,False,False,False
MicroLang,microlang,esolang,,1,1,False,False,False
Micron Turiŋ-Complete Aßembly Laŋuage,micron-turi-complete-aembly-lauage,esolang,,1,1,False,False,False
Microscript II,microscript-ii,esolang,,1,1,False,False,False
Microsoft Developer Studio Project,microsoft-developer-studio-project,linguist,.dsp,1,1,True,False,False
Microsoft Visual Studio Solution,microsoft-visual-studio-solution,linguist,.sln,1,1,False,False,False
microsoft-access,microsoft-access,pldb,,1,1,False,False,False
microsoft-azure-cosmos-db,microsoft-azure-cosmos-db,pldb,,1,1,False,False,False
microsoft-basic,microsoft-basic,pldb,,1,1,False,False,False
microsoft-equation-editor,microsoft-equation-editor,pldb,,1,1,False,False,False
microsoft-macro-assembler,microsoft-macro-assembler,pldb,,1,1,False,False,False
microsoft-mysql-server,microsoft-mysql-server,pldb,,1,1,False,False,False
microsoft-small-basic,microsoft-small-basic,pldb,,1,1,False,False,False
microtal,microtal,pldb,,1,1,False,False,False
Microwave,microwave,esolang,,1,1,False,False,False
Middle Manager,middle-manager,esolang,,1,1,False,False,False
Mierda,mierda,esolang,,1,1,False,False,False
MIG,mig,esolang,,1,1,False,False,False
MIG+,mig+,esolang,,1,1,False,False,False
Migol 09,migol-09,esolang,,1,1,False,False,False
Migol 11,migol-11,esolang,,1,1,False,False,False
Mihaieso esomixup,mihaieso-esomixup,esolang,,1,1,False,False,False
miis,miis,pldb,,1,1,False,False,False
mike,mike,pldb,,1,1,False,False,False
MikuLang,mikulang,esolang,,1,1,False,False,False
MiLambda,milambda,esolang,,1,1,False,False,False
Mildfuck,mildfuck,esolang,,1,1,False,False,False
Milk,milk,esolang,,1,1,False,False,False
mimium,mimium,pldb,,1,1,False,False,False
mimix-stream-language,mimix-stream-language,pldb,,1,1,False,False,False
Mimsy,mimsy,esolang,,1,1,False,False,False
(min)mod,min-mod,esolang,,1,1,False,False,False
Minaac,minaac,esolang,,1,1,False,False,False
Minasm,minasm,esolang,,1,1,False,False,False
minc,minc,pldb,,1,1,False,False,False
Minceraft,minceraft,esolang,,1,1,False,False,False
Mind reader,mind-reader,esolang,,1,1,False,False,False
Mindcrush,mindcrush,esolang,,1,1,False,False,False
MindFuck,mindfuck,esolang,,1,1,False,False,False
MindPlus,mindplus,esolang,,1,1,False,False,False
MindReadingFuck,mindreadingfuck,esolang,,1,1,False,False,False
MindScuffed,mindscuffed,esolang,,1,1,False,False,False
Mindshit,mindshit,esolang,,1,1,False,False,False
MindVomit,mindvomit,esolang,,1,1,False,False,False
Mindwhipper,mindwhipper,esolang,,1,1,False,False,False
Minebit,minebit,esolang,,1,1,False,False,False
MineFriff,minefriff,esolang,,1,1,False,False,False
MineScript,minescript,esolang,,1,1,False,False,False
Mineso,mineso,esolang,,1,1,False,False,False
MineStax,minestax,esolang,,1,1,False,False,False
Mini-Flak,mini-flak,esolang,,1,1,False,False,False
mini-ml,mini-ml,pldb,,1,1,False,False,False
MiniBitMove,minibitmove,esolang,,1,1,False,False,False
MiniBrainflop,minibrainflop,esolang,,1,1,False,False,False
Minic,minic,esolang,,1,1,False,False,False
Minicode,minicode,esolang,,1,1,False,False,False
minidsdb,minidsdb,pldb,,1,1,False,False,False
Minifuck,minifuck,esolang,,1,1,False,False,False
Minifuck-2D,minifuck-2d,esolang,,1,1,False,False,False
Minigolf,minigolf,esolang,,1,1,False,False,False
minihaskell,minihaskell,pldb,,1,1,False,False,False
Minim,minim,esolang,,1,1,False,False,False
Minimal assembly language,minimal-assembly-language,esolang,,1,1,False,False,False
Minimal operation language,minimal-operation-language,esolang,,1,1,False,False,False
Minimal-2D,minimal-2d,esolang,,1,1,False,False,False
Minimalbf,minimalbf,esolang,,1,1,False,False,False
MiniMAX,minimax,esolang,,1,1,False,False,False
Minimialized Programming Language,minimialized-programming-language,esolang,,1,1,False,False,False
Minimialized Programming Language 2,minimialized-programming-language-2,esolang,,1,1,False,False,False
Minimized BF,minimized-bf,esolang,,1,1,False,False,False
miniml-error,miniml-error,pldb,,1,1,False,False,False
Minimum,minimum,esolang,,1,1,False,False,False
MiniPig,minipig,esolang,,1,1,False,False,False
miniprolog,miniprolog,pldb,,1,1,False,False,False
Minipy,minipy,esolang,,1,1,False,False,False
MinISCule,miniscule,esolang,,1,1,False,False,False
MiniStringFuck,ministringfuck,esolang,,1,1,False,False,False
Minitable,minitable,esolang,,1,1,False,False,False
Minitree,minitree,esolang,,1,1,False,False,False
MiniUSPL,miniuspl,esolang,,1,1,False,False,False
minivital,minivital,pldb,,1,1,False,False,False
MiniZinc Data,minizinc-data,linguist,.dzn,1,1,False,False,False
Minkolang,minkolang,esolang,,1,1,False,False,False
Minks,minks,esolang,,1,1,False,False,False
minopt,minopt,pldb,,1,1,False,False,False
@minor!,minor,esolang,,1,1,False,False,False
Minreg the Cat,minreg-the-cat,esolang,,1,1,False,False,False
Minscode,minscode,esolang,,1,1,False,False,False
Minsky Swap,minsky-swap,esolang,,1,1,False,False,False
Minskyfuck,minskyfuck,esolang,,1,1,False,False,False
Mint remake,mint-remake,esolang,,1,1,False,False,False
Minus,minus,esolang,,1,1,False,False,False
MinusGreater,minusgreater,esolang,,1,1,False,False,False
MinusOrPlus,minusorplus,esolang,,1,1,False,False,False
mir,mir,pldb,,1,1,False,False,False
mirager,mirager,pldb,,1,1,False,False,False
miranim,miranim,pldb,,1,1,False,False,False
mirfac,mirfac,pldb,,1,1,False,False,False
MIRROR,mirror,esolang,,1,1,False,False,False
MISC,misc,esolang,,1,1,False,False,False
MISC-x86,misc-x86,esolang,,1,1,False,False,False
Miscmisc2,miscmisc2,esolang,,1,1,False,False,False
Miser,miser,esolang,,1,1,False,False,False
Miserie,miserie,esolang,,1,1,False,False,False
Mishmash,mishmash,esolang,,1,1,False,False,False
miso-framework,miso-framework,pldb,,1,1,False,False,False
Misprefix,misprefix,esolang,,1,1,False,False,False
misty,misty,pldb,,1,1,False,False,False
miva,miva,pldb,,1,1,False,False,False
Miw,miw,esolang,,1,1,False,False,False
MIX (Knuth),mix-knuth,esolang,,1,1,False,False,False
Mixed,mixed,esolang,,1,1,False,False,False
mlab,mlab,pldb,,1,1,False,False,False
MLang,mlang,esolang,,1,1,False,False,False
MLang (Mihai Popa),mlang-mihai-popa,esolang,,1,1,False,False,False
Mlatu-6,mlatu-6,esolang,,1,1,False,False,False
mlisp2,mlisp2,pldb,,1,1,False,False,False
mlpolyr,mlpolyr,pldb,,1,1,False,False,False
mlscript,mlscript,pldb,,1,1,False,False,False
mltt,mltt,pldb,,1,1,False,False,False
MM1char,mm1char,esolang,,1,1,False,False,False
mmcif,mmcif,pldb,,1,1,False,False,False
Mmmm(),mmmm,esolang,,1,1,False,False,False
MMP,mmp,esolang,,1,1,False,False,False
Mеmоrу,mmr,esolang,,1,1,False,False,False
mmsearch,mmsearch,pldb,,1,1,False,False,False
mmx,mmx,pldb,,1,1,False,False,False
M×N-Dimensional Brainfuck,mn-dimensional-brainfuck,esolang,,1,1,False,False,False
Mneme,mneme,esolang,,1,1,False,False,False
MNNBFSL,mnnbfsl,esolang,,1,1,False,False,False
Moaiscript,moaiscript,esolang,,1,1,False,False,False
Moanfuck,moanfuck,esolang,,1,1,False,False,False
Mobius,mobius,esolang,,1,1,False,False,False
Mobius brainfuck,mobius-brainfuck,esolang,,1,1,False,False,False
mobl-lang,mobl-lang,pldb,,1,1,False,False,False
moby-programming-language,moby-programming-language,pldb,,1,1,False,False,False
mochajs,mochajs,pldb,,1,1,False,False,False
mockingbird-notation,mockingbird-notation,pldb,,1,1,False,False,False
ModanShogi,modanshogi,esolang,,1,1,False,False,False
modcap,modcap,pldb,,1,1,False,False,False
Mode Spam,mode-spam,esolang,,1,1,False,False,False
model-204,model-204,pldb,,1,1,False,False,False
model-k,model-k,pldb,,1,1,False,False,False
Moditape,moditape,esolang,,1,1,False,False,False
modl,modl,pldb,,1,1,False,False,False
modlisp,modlisp,pldb,,1,1,False,False,False
modsim-iii,modsim-iii,pldb,,1,1,False,False,False
modula-2p,modula-2p,pldb,,1,1,False,False,False
modula-3-star,modula-3-star,pldb,,1,1,False,False,False
modula-p,modula-p,pldb,,1,1,False,False,False
modula-r,modula-r,pldb,,1,1,False,False,False
modular-prolog,modular-prolog,pldb,,1,1,False,False,False
Modulo,modulo,esolang,,1,1,False,False,False
Modulous,modulous,esolang,,1,1,False,False,False
ModulR,modulr,esolang,,1,1,False,False,False
Moed,moed,esolang,,1,1,False,False,False
moescript,moescript,pldb,,1,1,False,False,False
Mogus,mogus,esolang,,1,1,False,False,False
moinmoin,moinmoin,pldb,,1,1,False,False,False
moirai,moirai,pldb,,1,1,False,False,False
Mojifunge,mojifunge,esolang,,1,1,False,False,False
Mojo (programming language),mojo-programming-language,wikipedia,,1,1,False,False,False
molecular-query-language,molecular-query-language,pldb,,1,1,False,False,False
molfile-format,molfile-format,pldb,,1,1,False,False,False
molog,molog,pldb,,1,1,False,False,False
Mom please get me so me zucchini from sho p,mom-please-get-me-so-me-zucchini-from-sho-p,esolang,,1,1,False,False,False
Momema,momema,esolang,,1,1,False,False,False
Mona Lisa,mona-lisa,pldb,,1,1,False,False,False
monaco,monaco,pldb,,1,1,False,False,False
monesa,monesa,pldb,,1,1,False,False,False
mongodb,mongodb,pldb,,1,1,False,False,False
MonkeyCode,monkeycode,esolang,,1,1,False,False,False
Monkeys,monkeys,esolang,,1,1,False,False,False
Monky,monky,esolang,,1,1,False,False,False
MONOD,monod,esolang,,1,1,False,False,False
monodevelop-editor,monodevelop-editor,pldb,,1,1,False,False,False
Monofuck,monofuck,esolang,,1,1,False,False,False
Monolog,monolog,esolang,,1,1,False,False,False
mool,mool,pldb,,1,1,False,False,False
moonrock-basic-compiler,moonrock-basic-compiler,pldb,,1,1,False,False,False
moose,moose,pldb,,1,1,False,False,False
!MORE,more,esolang,,1,1,False,False,False
MoreMathRPN,moremathrpn,esolang,,1,1,False,False,False
MoreThanZero,morethanzero,esolang,,1,1,False,False,False
morfik,morfik,pldb,,1,1,False,False,False
Mornington Crescent,mornington-crescent,esolang,,1,1,False,False,False
morphe,morphe,pldb,,1,1,False,False,False
morphism,morphism,pldb,,1,1,False,False,False
Morsefuck,morsefuck,esolang,,1,1,False,False,False
Morshu,morshu,esolang,,1,1,False,False,False
Mostawesomeprogramminglanguage,mostawesomeprogramminglanguage,esolang,,1,1,False,False,False
Mot,mot,esolang,,1,1,False,False,False
Motherf,motherf,esolang,,1,1,False,False,False
motif-software,motif-software,pldb,,1,1,False,False,False
Motorway,motorway,esolang,,1,1,False,False,False
Mountain/Old,mountain-old,esolang,,1,1,False,False,False
mouse4,mouse4,pldb,,1,1,False,False,False
Mov,mov,esolang,,1,1,False,False,False
MoveIt,moveit,esolang,,1,1,False,False,False
Movesum,movesum,esolang,,1,1,False,False,False
Movi,movi,esolang,,1,1,False,False,False
Movielength,movielength,esolang,,1,1,False,False,False
Moving donut,moving-donut,esolang,,1,1,False,False,False
MovLang,movlang,esolang,,1,1,False,False,False
Mox,mox,esolang,,1,1,False,False,False
moxie,moxie,pldb,,1,1,False,False,False
Moxy,moxy,esolang,,1,1,False,False,False
moya,moya,pldb,,1,1,False,False,False
mp3,mp3,pldb,,1,1,False,False,False
mp3-format,mp3-format,pldb,,1,1,False,False,False
mp4,mp4,pldb,,1,1,False,False,False
MPEL,mpel,esolang,,1,1,False,False,False
mpgs,mpgs,pldb,,1,1,False,False,False
mps,mps,pldb,,1,1,False,False,False
mps-format,mps-format,pldb,,1,1,False,False,False
mpsx,mpsx,pldb,,1,1,False,False,False
mqtt,mqtt,pldb,,1,1,False,False,False
mrdb,mrdb,pldb,,1,1,False,False,False
MS-DOS Batch,ms-dos-batch,esolang,,1,1,False,False,False
ms2,ms2,pldb,,1,1,False,False,False
MSFE,msfe,esolang,,1,1,False,False,False
MSFE++,msfe-plus-plus,esolang,,1,1,False,False,False
msg-84,msg-84,pldb,,1,1,False,False,False
msp430,msp430,pldb,,1,1,False,False,False
MSR,msr,esolang,,1,1,False,False,False
MØSS,mss,esolang,,1,1,False,False,False
Mu6,mu6,esolang,,1,1,False,False,False
muddl,muddl,pldb,,1,1,False,False,False
Muddle++,muddle-plus-plus,esolang,,1,1,False,False,False
mudlle,mudlle,pldb,,1,1,False,False,False
mufp,mufp,pldb,,1,1,False,False,False
Mugh brains,mugh-brains,esolang,,1,1,False,False,False
mugo,mugo,pldb,,1,1,False,False,False
Mukha,mukha,esolang,,1,1,False,False,False
mul-t,mul-t,pldb,,1,1,False,False,False
muldis,muldis,pldb,,1,1,False,False,False
Multeq,multeq,esolang,,1,1,False,False,False
Multi-adjoint logic programming,multi-adjoint-logic-programming,wikipedia,,1,1,False,False,False
Multi-Set Manipulator,multi-set-manipulator,esolang,,1,1,False,False,False
Multi-Set Manipulator/Smaller,multi-set-manipulator-smaller,esolang,,1,1,False,False,False
Multi-Set Manipulator/String,multi-set-manipulator-string,esolang,,1,1,False,False,False
Multi-Set Manipulator/Subset,multi-set-manipulator-subset,esolang,,1,1,False,False,False
multi-user-basic,multi-user-basic,pldb,,1,1,False,False,False
multiaddr,multiaddr,pldb,,1,1,False,False,False
multibase,multibase,pldb,,1,1,False,False,False
MultiBrain,multibrain,esolang,,1,1,False,False,False
multicodec,multicodec,pldb,,1,1,False,False,False
multics,multics,pldb,,1,1,False,False,False
Multidodecagony,multidodecagony,esolang,,1,1,False,False,False
multigame,multigame,pldb,,1,1,False,False,False
multihash-hash-function,multihash-hash-function,pldb,,1,1,False,False,False
Multiline,multiline,esolang,,1,1,False,False,False
Multiplicity,multiplicity,esolang,,1,1,False,False,False
Multiply,multiply,esolang,,1,1,False,False,False
Multiply/V2,multiply-v2,esolang,,1,1,False,False,False
Multiprocessing,multiprocessing,esolang,,1,1,False,False,False
MultiScript,multiscript,esolang,,1,1,False,False,False
MultiStacker,multistacker,esolang,,1,1,False,False,False
Multleq,multleq,esolang,,1,1,False,False,False
mums,mums,pldb,,1,1,False,False,False
mun-lang,mun-lang,pldb,,1,1,False,False,False
munin,munin,pldb,,1,1,False,False,False
Muppp,muppp,esolang,,1,1,False,False,False
murmur-hash-function,murmur-hash-function,pldb,,1,1,False,False,False
mushroom,mushroom,pldb,,1,1,False,False,False
Mushy! :3,mushy-3,esolang,,1,1,False,False,False
music-sp,music-sp,pldb,,1,1,False,False,False
Musical notes,musical-notes,esolang,,1,1,False,False,False
Musical-X,musical-x,esolang,,1,1,False,False,False
musicxml,musicxml,pldb,,1,1,False,False,False
musp,musp,pldb,,1,1,False,False,False
Mutating Stack Machine,mutating-stack-machine,esolang,,1,1,False,False,False
Mutt Machine,mutt-machine,esolang,,1,1,False,False,False
Mutual Modification Machine,mutual-modification-machine,esolang,,1,1,False,False,False
Mutzerium,mutzerium,esolang,,1,1,False,False,False
Muxcomp,muxcomp,esolang,,1,1,False,False,False
Muxleq,muxleq,esolang,,1,1,False,False,False
mvel,mvel,pldb,,1,1,False,False,False
mvl,mvl,pldb,,1,1,False,False,False
My Unreliable Past,my-unreliable-past,esolang,,1,1,False,False,False
My-new-esolang.txt,my-new-esolang.txt,esolang,,1,1,False,False,False
mybb,mybb,pldb,,1,1,False,False,False
Mycelium,mycelium,esolang,,1,1,False,False,False
mycroft,mycroft,pldb,,1,1,False,False,False
myia,myia,pldb,,1,1,False,False,False
MyOwnLanguage,myownlanguage,esolang,,1,1,False,False,False
mypy,mypy,pldb,,1,1,False,False,False
mys,mys,pldb,,1,1,False,False,False
MyScript,myscript,esolang,,1,1,False,False,False
Mystery,mystery,esolang,,1,1,False,False,False
Mystical,mystical,esolang,,1,1,False,False,False
MythLang,mythlang,esolang,,1,1,False,False,False
"N Bits, N2^(N-1) Bytes",n-bits-n2-n-1-bytes,esolang,,1,1,False,False,False
N Refine,n-refine,esolang,,1,1,False,False,False
'N-DCNC,n-dcnc,esolang,,1,1,False,False,False
n-triples,n-triples,pldb,,1,1,False,False,False
N-Type,n-type,esolang,,1,1,False,False,False
N10,n10,esolang,,1,1,False,False,False
N3STS,n3sts,esolang,,1,1,False,False,False
naab,naab,pldb,,1,1,False,False,False
NABC,nabc,esolang,,1,1,False,False,False
Nabd,nabd,esolang,,1,1,False,False,False
Nagawooski,nagawooski,esolang,,1,1,False,False,False
nail,nail,pldb,,1,1,False,False,False
Nairb,nairb,esolang,,1,1,False,False,False
nakl,nakl,pldb,,1,1,False,False,False
"name,",name,pldb,,1,1,False,False,False
NameError,nameerror,esolang,,1,1,False,False,False
NameError without a quine,nameerror-without-a-quine,esolang,,1,1,False,False,False
NameError without a quine with a quine,nameerror-without-a-quine-with-a-quine,esolang,,1,1,False,False,False
NameError without a quine with a quine without a quine,nameerror-without-a-quine-with-a-quine-without-a-quine,esolang,,1,1,False,False,False
NameError without a quine with a quine without a quine with a quine,nameerror-without-a-quine-with-a-quine-without-a-quine-with-a-quine,esolang,,1,1,False,False,False
NameError without a quine with a quine without a quine with a quine without a quine,nameerror-without-a-quine-with-a-quine-without-a-quine-with-a-quine-without-a-quine,esolang,,1,1,False,False,False
NameError without a quine with a quine without a quine with a quine without a quine with a quine,nameerror-without-a-quine-with-a-quine-without-a-quine-with-a-quine-without-a-quine-with-a-quine,esolang,,1,1,False,False,False
NameError without a quine with a quine without a quine with a quine without a quine with an iterating quine,nameerror-without-a-quine-with-a-quine-without-a-quine-with-a-quine-without-a-quine-with-an-iterating-quine,esolang,,1,1,False,False,False
Nameless language,nameless-language,esolang,,1,1,False,False,False
Nand1,nand1,esolang,,1,1,False,False,False
Nandarin,nandarin,esolang,,1,1,False,False,False
Nandypants,nandypants,esolang,,1,1,False,False,False
nano-editor,nano-editor,pldb,,1,1,False,False,False
Nanofuck,nanofuck,esolang,,1,1,False,False,False
Nanofunge,nanofunge,esolang,,1,1,False,False,False
nanorc,nanorc,linguist,.nanorc,1,1,True,False,False
napss,napss,pldb,,1,1,False,False,False
NARchy,narchy,esolang,,1,1,False,False,False
narpl,narpl,pldb,,1,1,False,False,False
nassi-shneiderman-charts,nassi-shneiderman-charts,pldb,,1,1,False,False,False
Natas Liah,natas-liah,esolang,,1,1,False,False,False
native-structured-storage,native-structured-storage,pldb,,1,1,False,False,False
nato-phonetic-alphabet,nato-phonetic-alphabet,pldb,,1,1,False,False,False
Natyre,natyre,esolang,,1,1,False,False,False
navier-stokes-equation,navier-stokes-equation,pldb,,1,1,False,False,False
Navrytl,navrytl,esolang,,1,1,False,False,False
Naz,naz,esolang,,1,1,False,False,False
NDBall,ndball,esolang,,1,1,False,False,False
NDBall Extended,ndball-extended,esolang,,1,1,False,False,False
Ndef,ndef,esolang,,1,1,False,False,False
Ndef++,ndef-plus-plus,esolang,,1,1,False,False,False
Ndeql,ndeql,esolang,,1,1,False,False,False
Ndim,ndim,esolang,,1,1,False,False,False
ndl,ndl,pldb,,1,1,False,False,False
ℕDQ,ndq,esolang,,1,1,False,False,False
near,near,pldb,,1,1,False,False,False
Near-Brainfuck,near-brainfuck,esolang,,1,1,False,False,False
neater,neater,pldb,,1,1,False,False,False
Neb's Art,neb-s-art,esolang,,1,1,False,False,False
nebula,nebula,pldb,,1,1,False,False,False
Nebulang,nebulang,esolang,,1,1,False,False,False
Neck Sheen,neck-sheen,esolang,,1,1,False,False,False
nectar,nectar,pldb,,1,1,False,False,False
Needle,needle,esolang,,1,1,False,False,False
neeilang,neeilang,pldb,,1,1,False,False,False
Neg,neg,esolang,,1,1,False,False,False
NegaPosi,negaposi,esolang,,1,1,False,False,False
NEGATOR,negator,esolang,,1,1,False,False,False
NEH,neh,esolang,,1,1,False,False,False
Nein.,nein.,esolang,,1,1,False,False,False
Nellephant,nellephant,esolang,,1,1,False,False,False
neo4j,neo4j,pldb,,1,1,False,False,False
Neoff,neoff,esolang,,1,1,False,False,False
neovim,neovim,pldb,,1,1,False,False,False
neralie-format,neralie-format,pldb,,1,1,False,False,False
ness,ness,pldb,,1,1,False,False,False
()NEST(),nest,esolang,,1,1,False,False,False
