ext,source,qid,label,description,aliases,enwiki_title,wikidata_url,wikipedia_url,mime_types,instance_of_labels,instance_of_qids,suggested_label,wikidata_rank,wikipedia_note
mio,wikidata,Q105863474,MioMotion movie,file format,,,https://www.wikidata.org/wiki/Q105863474,,,file format,Q235557,,normal,
mio,wikidata,Q105863508,MSX Itinerant Orchestra music format,file format,,,https://www.wikidata.org/wiki/Q105863508,,application/octet-stream,file format,Q235557,,normal,
mio,wikidata,Q105863971,MyInfo Topic,file format,,,https://www.wikidata.org/wiki/Q105863971,,,file format,Q235557,,normal,
mips,wikidata,Q130294378,MIPS file format,file format,,,https://www.wikidata.org/wiki/Q130294378,,,file format,Q235557,,normal,
mis,wikidata,Q105861711,McGrath Information Solution metadata,file format,,,https://www.wikidata.org/wiki/Q105861711,,,file format,Q235557,,normal,
mis,wikidata,Q105863132,StarSiege Mission,file format,,,https://www.wikidata.org/wiki/Q105863132,,application/octet-stream,file format,Q235557,,normal,
mis,wikidata,Q105863167,Wolfpack Mission (from CD),file format,,,https://www.wikidata.org/wiki/Q105863167,,application/octet-stream,file format,Q235557,,normal,
mis,wikidata,Q105863186,Midget 3 Instruments,file format,,,https://www.wikidata.org/wiki/Q105863186,,application/octet-stream,file format,Q235557,,normal,
mis,wikidata,Q105863604,Wolfpack Mission,file format,,,https://www.wikidata.org/wiki/Q105863604,,application/octet-stream,file format,Q235557,,normal,
mis,wikidata,Q105863713,Su-27 Flanker Mission,file format,,,https://www.wikidata.org/wiki/Q105863713,,application/octet-stream,file format,Q235557,,normal,
mix,wikidata,Q105861854,Atari Digi-Mix module,file format,,,https://www.wikidata.org/wiki/Q105861854,,audio/x-mod,file format,Q235557,,normal,
mix,wikidata,Q105862170,Project Dogwaffle mixing palette (type 2),file format,,,https://www.wikidata.org/wiki/Q105862170,,,file format,Q235557,,normal,
mix,wikidata,Q105862814,MeshMixer scene,file format,,,https://www.wikidata.org/wiki/Q105862814,,application/octet-stream,file format,Q235557,,normal,
mix,wikidata,Q105863367,Earth And Beyond game data archive,file format,,,https://www.wikidata.org/wiki/Q105863367,,application/octet-stream,file format,Q235557,,normal,
mix,wikidata,Q124970543,MIX message data file,file format,,,https://www.wikidata.org/wiki/Q124970543,,,file format,Q235557,,normal,
mix,wikidata,Q136539560,MIX,container format from Westwood studios,,,https://www.wikidata.org/wiki/Q136539560,,,file format,Q235557,,normal,
mix,wikidata,Q28206599,MIX,image file format from Microsoft,.mix; Microsoft Picture It! image,,https://www.wikidata.org/wiki/Q28206599,,image/vnd.mix,file format,Q235557,,normal,
mix,wikidata,Q28771266,MIX,file format for PhotoDraw,,,https://www.wikidata.org/wiki/Q28771266,,image/vnd.mix,file format,Q235557,,normal,
mixindex,wikidata,Q124970064,MIX index file,file format,,,https://www.wikidata.org/wiki/Q124970064,,,file format,Q235557,,normal,
mixmeta,wikidata,Q124970024,MIX metadata file,file format,,,https://www.wikidata.org/wiki/Q124970024,,,file format,Q235557,,normal,
mixstatus,wikidata,Q124970136,MIX status file,file format,MIX Message dynamic status file,,https://www.wikidata.org/wiki/Q124970136,,,file format,Q235557,,normal,
miz,wikidata,Q105863136,Mizar article,file format,,,https://www.wikidata.org/wiki/Q105863136,,text/mizar,file format,Q235557,,normal,
miz,wikidata,Q105863947,Mizar article (with rem),file format,,,https://www.wikidata.org/wiki/Q105863947,,text/mizar,file format,Q235557,,normal,
mj2,wikidata,Q3273017,Motion JPEG 2000,file format,MJ2; Motion JPEG2000; T.802,Motion JPEG 2000,https://www.wikidata.org/wiki/Q3273017,https://en.wikipedia.org/wiki/Motion_JPEG_2000,video/mj2,digital container format; video file format,Q167772; Q18359031,binary:video,normal,
mj2,wikidata,Q931783,JPEG 2000,image compression standard and coding system,J2K; J2C; JPEG 2000 Part 1 Core Coding System; .j2k; .j2c; .jpc; JP2; .jpx,JPEG 2000,https://www.wikidata.org/wiki/Q931783,https://en.wikipedia.org/wiki/JPEG_2000,image/jp2; image/jpm,codec; technical standard; image file format; general-purpose image coding system,Q184748; Q317623; Q1572121; Q138645418,binary:image,normal,
mjd,wikidata,Q121760718,Adobe Acrobat MIME Encoded Job Definition File,file format,,,https://www.wikidata.org/wiki/Q121760718,,,file format,Q235557,,normal,
mji,wikidata,Q105863886,Amazing Mahjongg 3D skin,file format,,,https://www.wikidata.org/wiki/Q105863886,,application/octet-stream,file format,Q235557,,normal,
mjl,wikidata,Q105863753,Amazing Mahjongg 3D Layout,file format,,,https://www.wikidata.org/wiki/Q105863753,,text/xml,file format,Q235557,,normal,
mjp,wikidata,Q105861732,J.River Media Center plugin,file format,,,https://www.wikidata.org/wiki/Q105861732,,,file format,Q235557,,normal,
mjp2,wikidata,Q3273017,Motion JPEG 2000,file format,MJ2; Motion JPEG2000; T.802,Motion JPEG 2000,https://www.wikidata.org/wiki/Q3273017,https://en.wikipedia.org/wiki/Motion_JPEG_2000,video/mj2,digital container format; video file format,Q167772; Q18359031,binary:video,normal,
mjpeg,wikidata,Q850954,Motion JPEG,video compression format,MJPG; M-JPEG,Motion JPEG,https://www.wikidata.org/wiki/Q850954,https://en.wikipedia.org/wiki/Motion_JPEG,video/x-mjpeg,file format; video compression format,Q235557; Q7927899,binary:archive,normal,
mjpg,wikidata,Q105859557,SMJPEG Video,file format,,,https://www.wikidata.org/wiki/Q105859557,,,file format,Q235557,,normal,
mjpg,wikidata,Q850954,Motion JPEG,video compression format,MJPG; M-JPEG,Motion JPEG,https://www.wikidata.org/wiki/Q850954,https://en.wikipedia.org/wiki/Motion_JPEG,video/x-mjpeg,file format; video compression format,Q235557; Q7927899,binary:archive,normal,
mjs,wikidata,Q105582538,JavaScript modules,,ECMAScript modules; ES6 modules; ES modules; .mjs; ESM,,https://www.wikidata.org/wiki/Q105582538,,,file format,Q235557,,normal,
mjt,wikidata,Q105862562,Amazing Mahjongg 3D Tile set,file format,,,https://www.wikidata.org/wiki/Q105862562,,application/octet-stream,file format,Q235557,,normal,
mk3d,wikidata,Q223535,Matroska,file format family,Matroška; .mkv; .mka; .mks; .mk3d; MKV; Matroska Media Container,Matroska,https://www.wikidata.org/wiki/Q223535,https://en.wikipedia.org/wiki/Matroska,application/x-matroska,digital container format; file format family,Q167772; Q26085352,binary:video,normal,
mk3d,wikidata,Q27967520,Matroska 3D Stereoscopic video,file format,.mk3d,,https://www.wikidata.org/wiki/Q27967520,,,file format,Q235557,,normal,
mka,wikidata,Q105863435,Extensible Binary Meta Language / Matroska stream,file format,,,https://www.wikidata.org/wiki/Q105863435,,application/octet-stream,file format,Q235557,,normal,
mka,wikidata,Q223535,Matroska,file format family,Matroška; .mkv; .mka; .mks; .mk3d; MKV; Matroska Media Container,Matroska,https://www.wikidata.org/wiki/Q223535,https://en.wikipedia.org/wiki/Matroska,application/x-matroska,digital container format; file format family,Q167772; Q26085352,binary:video,normal,
mka,wikidata,Q27960157,Matroska Audio,file format,.mka,.mka,https://www.wikidata.org/wiki/Q27960157,https://en.wikipedia.org/wiki/.mka,audio/matroska; audio/x-matroska,file format,Q235557,,normal,
mkb,wikidata,Q105864132,OpenMPT Key Binding,file format,,,https://www.wikidata.org/wiki/Q105864132,,text/plain,file format,Q235557,,normal,
mki,wikidata,Q105858816,MAKI v1-b bitmap,file format,,,https://www.wikidata.org/wiki/Q105858816,,application/octet-stream,file format,Q235557,,normal,
mki,wikidata,Q28206553,MAKIchan Graphics MKI,file format,Maki-chan Graphics MKI; .mki; MAKIchan Graphics File,,https://www.wikidata.org/wiki/Q28206553,,,file format,Q235557,,normal,
mkj,wikidata,Q105863866,MK-Jamz Ad Lib module,file format,,,https://www.wikidata.org/wiki/Q105863866,,application/octet-stream,file format,Q235557,,normal,
mkr,wikidata,Q134395037,Maker Project file,file format,Maker Project; Project file,,https://www.wikidata.org/wiki/Q134395037,,,file format,Q235557,,normal,
mks,wikidata,Q223535,Matroska,file format family,Matroška; .mkv; .mka; .mks; .mk3d; MKV; Matroska Media Container,Matroska,https://www.wikidata.org/wiki/Q223535,https://en.wikipedia.org/wiki/Matroska,application/x-matroska,digital container format; file format family,Q167772; Q26085352,binary:video,normal,
mks,wikidata,Q27967518,Matroska Subtitles,file format,.mks,,https://www.wikidata.org/wiki/Q27967518,,,file format,Q235557,,normal,
mkt,wikidata,Q111393762,Database Oasis Template,file format,,,https://www.wikidata.org/wiki/Q111393762,,,file format,Q235557,,normal,
mktx,wikidata,Q111393762,Database Oasis Template,file format,,,https://www.wikidata.org/wiki/Q111393762,,,file format,Q235557,,normal,
mkv,wikidata,Q105863435,Extensible Binary Meta Language / Matroska stream,file format,,,https://www.wikidata.org/wiki/Q105863435,,application/octet-stream,file format,Q235557,,normal,
mkv,wikidata,Q223535,Matroska,file format family,Matroška; .mkv; .mka; .mks; .mk3d; MKV; Matroska Media Container,Matroska,https://www.wikidata.org/wiki/Q223535,https://en.wikipedia.org/wiki/Matroska,application/x-matroska,digital container format; file format family,Q167772; Q26085352,binary:video,normal,
mkv,wikipedia,Q27960157,Matroska Audio,file format,.mka,.mka,https://www.wikidata.org/wiki/Q27960157,https://en.wikipedia.org/wiki/.mka,audio/matroska; audio/x-matroska,file format,Q235557,,,mk3d .mka .mks
mkv,wikidata,Q27967512,Matroska Video,file format,.mkv; video/x-matroska,.mkv,https://www.wikidata.org/wiki/Q27967512,https://en.wikipedia.org/wiki/.mkv,video/matroska; video/x-matroska,video file format; multimedia container,Q18359031; Q28379876,binary:video,normal,
mkv,wikidata,Q604279,Dirac,video compression format,,Dirac (video compression format),https://www.wikidata.org/wiki/Q604279,https://en.wikipedia.org/wiki/Dirac_(video_compression_format),,free software; file format; video codec; video compression format,Q341; Q235557; Q240831; Q7927899,binary:archive,normal,
mkv,wikipedia,Q6934775,Multimedia Container Format,file format,MCF; .mcf; .av.mcf; .audio.mcf; .video.mcf,Multimedia Container Format,https://www.wikidata.org/wiki/Q6934775,https://en.wikipedia.org/wiki/Multimedia_Container_Format,,file format,Q235557,,,mk3d .mka .mks
mkw,wikidata,Q105853661,mkwACT lossless compressed audio (v3),file format,,,https://www.wikidata.org/wiki/Q105853661,,application/octet-stream,file format,Q235557,,normal,
mkw,wikidata,Q105853868,mkwACT lossless compressed audio (v2),file format,,,https://www.wikidata.org/wiki/Q105853868,,application/octet-stream,file format,Q235557,,normal,
mkw,wikidata,Q105853960,mkwACT lossless compressed audio (v4),file format,,,https://www.wikidata.org/wiki/Q105853960,,application/octet-stream,file format,Q235557,,normal,
mkw,wikidata,Q105854931,mkwACT lossless compressed audio (v1),file format,,,https://www.wikidata.org/wiki/Q105854931,,application/octet-stream,file format,Q235557,,normal,
ml,wikidata,Q105862249,Musicline module,file format,,,https://www.wikidata.org/wiki/Q105862249,,audio/x-mod,file format,Q235557,,normal,
ml,wikidata,Q105863647,MyLifeOrganized data,file format,,,https://www.wikidata.org/wiki/Q105863647,,,file format,Q235557,,normal,
ml,wikidata,Q126951749,OCaml source code file,file format,,,https://www.wikidata.org/wiki/Q126951749,,text/x-ocaml,file format,Q235557,,normal,
ml2,wikidata,Q114235996,SYBYL2 format,file format,,,https://www.wikidata.org/wiki/Q114235996,,,file format,Q235557,,normal,
mlappinstall,wikidata,Q105864044,MATLAB app installer,file format,,,https://www.wikidata.org/wiki/Q105864044,,application/octet-stream,file format,Q235557,,normal,
mlb,wikidata,Q105864009,MyLittleBase database,file format,,,https://www.wikidata.org/wiki/Q105864009,,,file format,Q235557,,normal,
mlb,wikidata,Q109689840,MeshLab Project,file format,,,https://www.wikidata.org/wiki/Q109689840,,,file format,Q235557,,normal,
mlb,wikidata,Q113162157,MyAdvancedLabelDesigner File,file format,My Label Designer File,,https://www.wikidata.org/wiki/Q113162157,,,file format,Q235557,,normal,
mlb,wikidata,Q123385314,Old material library file,file format,Old material library,,https://www.wikidata.org/wiki/Q123385314,,,file format,Q235557,,normal,
mld,wikidata,Q111317640,MFi - i-Melody - Melody Format for i-Mode,file format,,,https://www.wikidata.org/wiki/Q111317640,,,file format,Q235557,,normal,
mld,wikidata,Q113162157,MyAdvancedLabelDesigner File,file format,My Label Designer File,,https://www.wikidata.org/wiki/Q113162157,,,file format,Q235557,,normal,
mldf,wikidata,Q133808292,MLDF file,file format,MLDF,,https://www.wikidata.org/wiki/Q133808292,,image/x-mldf,file format,Q235557,,normal,
mlf,wikidata,Q105862549,Package Download Profile,file format,,,https://www.wikidata.org/wiki/Q105862549,,,file format,Q235557,,normal,
mlm,wikidata,Q105863206,MolMeccano molecule,file format,,,https://www.wikidata.org/wiki/Q105863206,,,file format,Q235557,,normal,
mlm,wikidata,Q28771267,MLM,file format,GroupWise Email Format,,https://www.wikidata.org/wiki/Q28771267,,,file format,Q235557,,normal,
mlp,wikidata,Q109689840,MeshLab Project,file format,,,https://www.wikidata.org/wiki/Q109689840,,,file format,Q235557,,normal,
mlpkginstall,wikidata,Q105862193,MATLAB support package,file format,,,https://www.wikidata.org/wiki/Q105862193,,text/xml,file format,Q235557,,normal,
mls,wikidata,Q105861883,Netware 4.x Server license,file format,,,https://www.wikidata.org/wiki/Q105861883,,application/octet-stream,file format,Q235557,,normal,
mls,wikidata,Q111317643,Miles Sound System compressed DLS,file format,,,https://www.wikidata.org/wiki/Q111317643,,,file format,Q235557,,normal,
mlt,wikidata,Q105863827,Shotcut project,file format,,,https://www.wikidata.org/wiki/Q105863827,,text/xml,file format,Q235557,,normal,
mlv,wikidata,Q105859777,Magic Lantern raw Video format v2.0,file format,Magic Lantern Video,,https://www.wikidata.org/wiki/Q105859777,,application/octet-stream,file format,Q235557,,normal,
mlx,wikidata,Q105863145,MeshLab filter script,file format,,,https://www.wikidata.org/wiki/Q105863145,,text/xml,file format,Q235557,,normal,
mlx,wikidata,Q113046211,Live Code File Format,file format,MATLAB Live Code File Format,,https://www.wikidata.org/wiki/Q113046211,,,file format,Q235557,,normal,
mm,wikidata,Q105861831,Money Matters data (v4),file format,,,https://www.wikidata.org/wiki/Q105861831,,application/octet-stream,file format,Q235557,,normal,
mm,wikidata,Q105861866,Freeplane MindMap,file format,,,https://www.wikidata.org/wiki/Q105861866,,text/xml,file format,Q235557,,normal,
mm,wikidata,Q105861871,Money Matters data (v3),file format,,,https://www.wikidata.org/wiki/Q105861871,,application/octet-stream,file format,Q235557,,normal,
mm,wikidata,Q105861878,NeXtMidas Macro (with rem),file format,,,https://www.wikidata.org/wiki/Q105861878,,,file format,Q235557,,normal,
mm,wikidata,Q105862307,Melody Maker song (v3.x),file format,,,https://www.wikidata.org/wiki/Q105862307,,application/octet-stream,file format,Q235557,,normal,
mm,wikidata,Q105862917,NeXtMidas Macro,file format,,,https://www.wikidata.org/wiki/Q105862917,,,file format,Q235557,,normal,
mm,wikidata,Q127120962,Matrix Market file format,file format,Matrix Market Exchange Format; Matrix Market file; MatrixMarket matrix file,,https://www.wikidata.org/wiki/Q127120962,,,file format,Q235557,,normal,
mm,wikidata,Q130390963,Objective-C++ source code file,file format,Objective-C++ source code; Objective C++ source code file,,https://www.wikidata.org/wiki/Q130390963,,text/x-objective-c++,file format,Q235557,,normal,
mm,wikidata,Q28777682,mm,file format for mind mapping maps,FreeMind file format,,https://www.wikidata.org/wiki/Q28777682,,application/freemind; application/x-freemind,file format,Q235557,,normal,
mm3d,wikidata,Q105862183,Misfit Model 3D model,file format,,,https://www.wikidata.org/wiki/Q105862183,,application/octet-stream,file format,Q235557,,normal,
mma,wikidata,Q105855500,Micro Magic Forms in Flight Animation,file format,,,https://www.wikidata.org/wiki/Q105855500,,application/octet-stream,file format,Q235557,,normal,
mmap,wikidata,Q105861877,MindManager Brainstorm and Process Control Map,file format,,,https://www.wikidata.org/wiki/Q105861877,,,file format,Q235557,,normal,
mmb,wikidata,Q105861702,MMFW data (generic),file format,,,https://www.wikidata.org/wiki/Q105861702,,application/octet-stream,file format,Q235557,,normal,
mmb,wikidata,Q105862910,MMFW Blobs,file format,,,https://www.wikidata.org/wiki/Q105862910,,application/octet-stream,file format,Q235557,,normal,
mmcif,wikidata,Q96054590,Macromolecular Crystallographic Information File,file format for structure information for large biological molecules such as proteins and nucleic acids,MMCIF; mmCIF,Macromolecular Crystallographic Information File,https://www.wikidata.org/wiki/Q96054590,https://en.wikipedia.org/wiki/Macromolecular_Crystallographic_Information_File,chemical/x-mmcif,file format,Q235557,,normal,
mmd,wikidata,Q105863061,Madonna Model,file format,,,https://www.wikidata.org/wiki/Q105863061,,,file format,Q235557,,normal,
mmd,wikidata,Q105863850,Cumulate Draw's editable MMD format,file format,,,https://www.wikidata.org/wiki/Q105863850,,,file format,Q235557,,normal,
mmd0,wikidata,Q105862845,OctaMED MMD0 module,file format,,,https://www.wikidata.org/wiki/Q105862845,,audio/x-mod,file format,Q235557,,normal,
mmd1,wikidata,Q105862347,OctaMED MMD1 module,file format,,,https://www.wikidata.org/wiki/Q105862347,,audio/x-mod,file format,Q235557,,normal,
mmd2,wikidata,Q105862169,OctaMED MMD2 module,file format,,,https://www.wikidata.org/wiki/Q105862169,,audio/x-mod,file format,Q235557,,normal,
mmd3,wikidata,Q105862702,OctaMED MMD3 module,file format,,,https://www.wikidata.org/wiki/Q105862702,,audio/x-mod,file format,Q235557,,normal,
mmdc,wikidata,Q105862616,OctaMED MMDC module,file format,,,https://www.wikidata.org/wiki/Q105862616,,audio/x-mod,file format,Q235557,,normal,
mmf,wikidata,Q105863064,Meal-Master Format recipe,file format,,,https://www.wikidata.org/wiki/Q105863064,,,file format,Q235557,,normal,
mmf,wikidata,Q105864084,MathMagic equation File,file format,,,https://www.wikidata.org/wiki/Q105864084,,text/plain,file format,Q235557,,normal,
mmf,wikidata,Q5921560,Synthetic music mobile application format,Audio format from Yamaha,,Synthetic music mobile application format,https://www.wikidata.org/wiki/Q5921560,https://en.wikipedia.org/wiki/Synthetic_music_mobile_application_format,application/vnd.smaf,file format,Q235557,,normal,
mml,wikidata,Q105862164,Music Macro Language,file format,,,https://www.wikidata.org/wiki/Q105862164,,text/plain,file format; music file format,Q235557; Q1955133,binary:audio,normal,
mml,wikidata,Q105862930,Aleph One Marathon Markup Language,file format,,,https://www.wikidata.org/wiki/Q105862930,,,file format,Q235557,,normal,
mml,wikidata,Q112652505,Astound Media Library format,file format,Media Library,,https://www.wikidata.org/wiki/Q112652505,,,file format,Q235557,,normal,
mml,wikidata,Q113162258,MyMailManager File,file format,My Mail Manager File; MyMailList File,,https://www.wikidata.org/wiki/Q113162258,,,file format,Q235557,,normal,
mmm,wikidata,Q113578334,Music Maker Arrangement File,file format,Music Maker: Arrangements; MusicMaker Arrangement File,,https://www.wikidata.org/wiki/Q113578334,,,file format,Q235557,,normal,
mmm,wikidata,Q58237034,Adobe Multiple Master Metrics font file,file format,.mmm,,https://www.wikidata.org/wiki/Q58237034,,,file format,Q235557,,normal,
mmms,wikidata,Q105863342,MetaMind Machine Sequence,file format,,,https://www.wikidata.org/wiki/Q105863342,,application/octet-stream,file format,Q235557,,normal,
mmo,wikidata,Q105855501,Micro Magic Forms in Flight Objects,file format,,,https://www.wikidata.org/wiki/Q105855501,,application/octet-stream,file format,Q235557,,normal,
mmo,wikidata,Q105863964,RapidFile Memo,file format,,,https://www.wikidata.org/wiki/Q105863964,,application/octet-stream,file format,Q235557,,normal,
mmp,wikidata,Q105861702,MMFW data (generic),file format,,,https://www.wikidata.org/wiki/Q105861702,,application/octet-stream,file format,Q235557,,normal,
mmp,wikidata,Q105862732,MMFW Pictures,file format,,,https://www.wikidata.org/wiki/Q105862732,,application/octet-stream,file format,Q235557,,normal,
mmp,wikidata,Q105863312,Mindjet MindManager Map,file format,,,https://www.wikidata.org/wiki/Q105863312,,application/vnd.mindjet.mindmanager,file format,Q235557,,normal,
mmp,wikidata,Q27959848,LMMS music file,file format,.mmp; .mmpz,,https://www.wikidata.org/wiki/Q27959848,,,file format,Q235557,,normal,
mmpz,wikidata,Q27959848,LMMS music file,file format,.mmp; .mmpz,,https://www.wikidata.org/wiki/Q27959848,,,file format,Q235557,,normal,
mmr,wikidata,Q105858925,Xerox EDMICS-MMR bitmap,file format,,,https://www.wikidata.org/wiki/Q105858925,,image/vnd.fujixerox.edmics-mmr,file format,Q235557,,normal,
mmr,wikidata,Q28207539,Xerox EDMICS-MMR,file format,.mmr; .ed,,https://www.wikidata.org/wiki/Q28207539,,,file format,Q235557,,normal,
mmr,wikidata,Q6716987,MODCA,file format family,MO:DCA,MODCA,https://www.wikidata.org/wiki/Q6716987,https://en.wikipedia.org/wiki/MODCA,,file format family,Q26085352,,normal,
mms,wikidata,Q105861702,MMFW data (generic),file format,,,https://www.wikidata.org/wiki/Q105861702,,application/octet-stream,file format,Q235557,,normal,
mms,wikidata,Q105863571,MMFW Scripts (v3),file format,,,https://www.wikidata.org/wiki/Q105863571,,application/octet-stream,file format,Q235557,,normal,
mmsw,wikidata,Q110238400,Screenwriter 6 file format,file format,Move Magic Screenwriter 6 Document; Screenwriter 6 Script File,,https://www.wikidata.org/wiki/Q110238400,,,file format,Q235557,,normal,
mmv,wikidata,Q105861872,Dega Movie capture,file format,,,https://www.wikidata.org/wiki/Q105861872,,application/octet-stream,file format,Q235557,,normal,
mmw,wikidata,Q105863100,AceMoney data,file format,,,https://www.wikidata.org/wiki/Q105863100,,,file format,Q235557,,normal,
mmx,wikidata,Q105856086,Impulse Tracker Advanced Sound Driver,file format,,,https://www.wikidata.org/wiki/Q105856086,,application/octet-stream,file format,Q235557,,normal,
mmz,wikidata,Q105862897,MiraMon compressed data,file format,,,https://www.wikidata.org/wiki/Q105862897,,,file format,Q235557,,normal,
mn1,wikidata,Q120920266,Microsoft Money version 1 data,file format,,,https://www.wikidata.org/wiki/Q120920266,,,file format,Q235557,,normal,
mn2,wikidata,Q120965378,Microsoft Money version 2 data,file format,,,https://www.wikidata.org/wiki/Q120965378,,,file format,Q235557,,normal,
mn3,wikidata,Q120965459,Microsoft Money version 3 data,file format,,,https://www.wikidata.org/wiki/Q120965459,,,file format,Q235557,,normal,
mn4,wikidata,Q120965738,Microsoft Money 95 data file,file format,,,https://www.wikidata.org/wiki/Q120965738,,,file format,Q235557,,normal,
mn5,wikidata,Q120966130,Microsoft Money 97 data,file format,,,https://www.wikidata.org/wiki/Q120966130,,,file format,Q235557,,normal,
mn6,wikidata,Q120966179,Microsoft Money 98 data file,file format,,,https://www.wikidata.org/wiki/Q120966179,,,file format,Q235557,,normal,
mn7,wikidata,Q120966262,Microsoft Money 99 data,file format,,,https://www.wikidata.org/wiki/Q120966262,,,file format,Q235557,,normal,
mn8,wikidata,Q120966647,Microsoft Money 2000 data file,file format,,,https://www.wikidata.org/wiki/Q120966647,,,file format,Q235557,,normal,
mn9,wikidata,Q120966739,Microsoft Money 2001 data,file format,,,https://www.wikidata.org/wiki/Q120966739,,,file format,Q235557,,normal,
mnc,wikidata,Q105862556,MINC2 Medical Imaging format,file format,Medical Image NetCDF 2; Medical Imaging NetCDF 2,,https://www.wikidata.org/wiki/Q105862556,,application/octet-stream; application/x-minc,file format,Q235557,,normal,
mnc,wikidata,Q105863463,MINC1 Medical Imaging format,file format,Medical Imaging NetCDF; MINC1,,https://www.wikidata.org/wiki/Q105863463,,application/octet-stream,file format,Q235557,,normal,
mnc,wikidata,Q28771233,MINC,file format,Medical Imaging NetCDF; MINC1,,https://www.wikidata.org/wiki/Q28771233,,application/x-minc,file format,Q235557,,normal,
mnc,wikidata,Q47538951,AutoCAD Compiled Menu,file format,.mnc,,https://www.wikidata.org/wiki/Q47538951,,,file format,Q235557,,normal,
mnd,wikidata,Q105862177,Fractal Forge 2.x fractal parameters,file format,,,https://www.wikidata.org/wiki/Q105862177,,,file format,Q235557,,normal,
mnd,wikidata,Q122073134,MidiScan File,file format,,,https://www.wikidata.org/wiki/Q122073134,,,file format,Q235557,,normal,
mng,wikidata,Q121788783,Yamaha PSR Disk Manager File,file format,,,https://www.wikidata.org/wiki/Q121788783,,,file format,Q235557,,normal,
mng,wikidata,Q904680,Multiple-image Network Graphics,file format,MNG; .mng; MNG animation; Multiple Network Graphics,Multiple-image Network Graphics,https://www.wikidata.org/wiki/Q904680,https://en.wikipedia.org/wiki/Multiple-image_Network_Graphics,image/x-mng; video/x-mng; image/x-jng,raster-graphics file format,Q105599390,binary:image,normal,
mnl,wikidata,Q47538955,AutoLISP Menu Source File,file format,mnl,,https://www.wikidata.org/wiki/Q47538955,,,file format,Q235557,,normal,
mnr,wikidata,Q47538961,AutoCAD Menu Resource File,file format,.mnr; .mnt,,https://www.wikidata.org/wiki/Q47538961,,,file format,Q235557,,normal,
mns,wikidata,Q47538964,AutoCAD Source Menu File,file format,.mns,,https://www.wikidata.org/wiki/Q47538964,,application/x-autocad,file format,Q235557,,normal,
mnt,wikidata,Q125172737,MyNotex file,file format,,,https://www.wikidata.org/wiki/Q125172737,,,file format,Q235557,,normal,
mnt,wikidata,Q47538961,AutoCAD Menu Resource File,file format,.mnr; .mnt,,https://www.wikidata.org/wiki/Q47538961,,,file format,Q235557,,normal,
mnu,wikidata,Q105862011,UltraEdit Menu,file format,,,https://www.wikidata.org/wiki/Q105862011,,text/plain,file format,Q235557,,normal,
mnu,wikidata,Q105862024,Telepaint Menu,file format,,,https://www.wikidata.org/wiki/Q105862024,,application/octet-stream,file format,Q235557,,normal,
mnu,wikidata,Q105864048,MarxMenu script (with rem),file format,,,https://www.wikidata.org/wiki/Q105864048,,text/plain,file format,Q235557,,normal,
mnu,wikidata,Q110015313,Autorun Maestro Menu File,file format,Autorun Maestro Menu,,https://www.wikidata.org/wiki/Q110015313,,,file format,Q235557,,normal,
mnu,wikidata,Q47538977,AutoCAD Template Menu File,file format,.mnu,,https://www.wikidata.org/wiki/Q47538977,,application/x-autocad,file format,Q235557,,normal,
mnu,wikidata,Q65533032,Menu file format,file format,.mnu; Menu file,,https://www.wikidata.org/wiki/Q65533032,,,file format,Q235557,,normal,
mnx,wikidata,Q105863684,AutoCAD compiled Menu,file format,,,https://www.wikidata.org/wiki/Q105863684,,application/octet-stream,file format,Q235557,,normal,
mny,wikidata,Q105861757,Microsoft Money data,file format,Microsoft Money File,,https://www.wikidata.org/wiki/Q105861757,,,file format,Q235557,,normal,
mny,wikidata,Q105861816,Microsoft Money auto saved data,file format,,,https://www.wikidata.org/wiki/Q105861816,,,file format,Q235557,,normal,
mny,wikidata,Q105862328,Personal Finance Manager Plus data,file format,,,https://www.wikidata.org/wiki/Q105862328,,application/octet-stream,file format,Q235557,,normal,
mny,wikidata,Q114877184,"Money 95, 97, and 98 Backup File",file format,"Microsoft Money 95, 97, and 98 Backup File",,https://www.wikidata.org/wiki/Q114877184,,,file format,Q235557,,normal,
mo,wikidata,Q105856977,GNU Gettext Machine Object (litte endian),file format,,,https://www.wikidata.org/wiki/Q105856977,,application/x-gettext-translation,file format,Q235557,,normal,
mo,wikidata,Q105857131,GNU Gettext Machine Object (big endian),file format,,,https://www.wikidata.org/wiki/Q105857131,,application/x-gettext-translation,file format,Q235557,,normal,
mo,wikidata,Q96054624,Modelica model format,file format,MO; Modelica source code file; Modelica source code,,https://www.wikidata.org/wiki/Q96054624,,text/x-modelica,file format,Q235557,,normal,
mo3,wikidata,Q105864157,MO3 module,file format,,,https://www.wikidata.org/wiki/Q105864157,,audio/x-mod,file format,Q235557,,normal,
mobi,wikidata,Q105865839,Mobipocket - PRC Palm e-Book,file format,,,https://www.wikidata.org/wiki/Q105865839,,application/x-mobipocket-ebook,file format,Q235557,,normal,
mobi,wikidata,Q27996279,MOBI,e-book file format,.mobi; .prc; PocketMobi (Palm Resource) File; Palm Resource Code,,https://www.wikidata.org/wiki/Q27996279,,application/x-mobipocket-ebook,e-book file format,Q81986407,,normal,
