rosettacode_name,rosettacode_url,rosettacode_summary,rosettacode_tasks_count
XUL,https://rosettacode.org/wiki/XUL,,2
Ya,https://rosettacode.org/wiki/Ya,,1
Yabasic,https://rosettacode.org/wiki/Yabasic,,583
Yacas,https://rosettacode.org/wiki/Yacas,,6
YAMLScript,https://rosettacode.org/wiki/YAMLScript,,41
Yorick,https://rosettacode.org/wiki/Yorick,,38
Z80 Assembly,https://rosettacode.org/wiki/Z80_Assembly,,127
ZED,https://rosettacode.org/wiki/ZED,,4
Zen C,https://rosettacode.org/wiki/Zen_C,,49
Zig,https://rosettacode.org/wiki/Zig,,326
Zkl,https://rosettacode.org/wiki/Zkl,,1012
Zoea,https://rosettacode.org/wiki/Zoea,,29
Zoea Visual,https://rosettacode.org/wiki/Zoea_Visual,,27
Zonnon,https://rosettacode.org/wiki/Zonnon,,27
Zoomscript,https://rosettacode.org/wiki/Zoomscript,,10
ZPL,https://rosettacode.org/wiki/ZPL,,2
ZX Spectrum Basic,https://rosettacode.org/wiki/ZX_Spectrum_Basic,,217
ΜC++,https://rosettacode.org/wiki/%CE%9CC%2B%2B,,0
МК-61/52,https://rosettacode.org/wiki/%D0%9C%D0%9A-61/52,,85
உயிர்/Uyir,https://rosettacode.org/wiki/%E0%AE%89%E0%AE%AF%E0%AE%BF%E0%AE%B0%E0%AF%8D/Uyir,,3
