pl_id,ext,source,strength,source_key,evidence
pl/openqasm,.qasm,linguist,primary,OpenQASM,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/openrc-runscript,.sh,pygments,primary,BashLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openrc-runscript,.ksh,pygments,secondary,BashLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openrc-runscript,.bash,pygments,secondary,BashLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openrc-runscript,.ebuild,pygments,secondary,BashLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openrc-runscript,.eclass,pygments,secondary,BashLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openrc-runscript,.exheres-0,pygments,secondary,BashLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openrc-runscript,.exlib,pygments,secondary,BashLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openrc-runscript,.zsh,pygments,secondary,BashLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openrc-runscript,.bashrc,pygments,secondary,BashLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openrc-runscript,.zshrc,pygments,secondary,BashLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openrc-runscript,.kshrc,pygments,secondary,BashLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openrc-runscript,.pkgbuild,pygments,secondary,BashLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openscad,.scad,linguist,primary,OpenSCAD,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/openscad,.scad,pygments,primary,OpenScadLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/openstep-property-list,.plist,linguist,primary,OpenStep Property List,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/openstep-property-list,.glyphs,linguist,secondary,OpenStep Property List,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/opentype-feature-file,.fea,linguist,primary,OpenType Feature File,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/org,.org,linguist,primary,Org,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/org,.org,pygments,primary,OrgLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/overpassql,.overpassql,linguist,primary,OverpassQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ox,.ox,linguist,primary,Ox,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ox,.oxh,linguist,secondary,Ox,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ox,.oxo,linguist,secondary,Ox,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/oxygene,.oxygene,linguist,primary,Oxygene,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/oz,.oz,linguist,primary,Oz,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/p4,.p4,linguist,primary,P4,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pact,.pact,linguist,primary,Pact,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pan,.pan,linguist,primary,Pan,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pan,.pan,pygments,primary,PanLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/papyrus,.psc,linguist,primary,Papyrus,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/papyrus,.praat,pygments,primary,PraatLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/papyrus,.proc,pygments,secondary,PraatLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/papyrus,.psc,pygments,secondary,PraatLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/parasail,.psi,pygments,primary,ParaSailLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/parasail,.psl,pygments,secondary,ParaSailLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/parrot,.parrot,linguist,primary,Parrot,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/parrot-assembly,.pasm,linguist,primary,Parrot Assembly,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/parrot-internal-representation,.pir,linguist,primary,Parrot Internal Representation,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pascal,.pas,linguist,primary,Pascal,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pascal,.dfm,linguist,secondary,Pascal,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pascal,.dpr,linguist,secondary,Pascal,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pascal,.inc,linguist,secondary,Pascal,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pascal,.lpr,linguist,secondary,Pascal,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pascal,.pascal,linguist,secondary,Pascal,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pascal,.pp,linguist,secondary,Pascal,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pascal,.pas,pygments,primary,DelphiLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pascal,.dpr,pygments,secondary,DelphiLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pawn,.pwn,linguist,primary,Pawn,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pawn,.inc,linguist,secondary,Pawn,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pawn,.sma,linguist,secondary,Pawn,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pawn,.p,pygments,primary,PawnLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pawn,.pwn,pygments,secondary,PawnLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pawn,.inc,pygments,secondary,PawnLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pddl,.pddl,linguist,primary,PDDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pddl,.pddl,pygments,primary,PddlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/peg,.peg,pygments,primary,PegLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/peg-js,.pegjs,linguist,primary,PEG.js,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/peg-js,.peggy,linguist,secondary,PEG.js,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pep8,.pep,linguist,primary,Pep8,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/perl,.pl,linguist,primary,Perl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/perl,.al,linguist,secondary,Perl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/perl,.cgi,linguist,secondary,Perl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/perl,.fcgi,linguist,secondary,Perl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/perl,.perl,linguist,secondary,Perl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/perl,.ph,linguist,secondary,Perl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/perl,.plx,linguist,secondary,Perl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/perl,.pm,linguist,secondary,Perl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/perl,.psgi,linguist,secondary,Perl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/perl,.t,linguist,secondary,Perl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/perl,.pl,pygments,primary,PerlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/perl,.pm,pygments,secondary,PerlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/perl,.t,pygments,secondary,PerlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/perl,.perl,pygments,secondary,PerlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/php,.php,linguist,primary,PHP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/php,.aw,linguist,secondary,PHP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/php,.ctp,linguist,secondary,PHP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/php,.fcgi,linguist,secondary,PHP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/php,.inc,linguist,secondary,PHP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/php,.php3,linguist,secondary,PHP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/php,.php4,linguist,secondary,PHP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/php,.php5,linguist,secondary,PHP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/php,.phps,linguist,secondary,PHP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/php,.phpt,linguist,secondary,PHP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/php,.php,pygments,primary,PhpLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/php,.inc,pygments,secondary,PhpLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pic,.pic,linguist,primary,Pic,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pic,.chem,linguist,secondary,Pic,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pickle,.pkl,linguist,primary,Pickle,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/picolisp,.l,linguist,primary,PicoLisp,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pig,.pig,pygments,primary,PigLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/piglatin,.pig,linguist,primary,PigLatin,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/piglatin,.pig,pygments,primary,PigLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pike,.pike,linguist,primary,Pike,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pike,.pmod,linguist,secondary,Pike,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pike,.pike,pygments,primary,PikeLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pike,.pmod,pygments,secondary,PikeLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pkgconfig,.pc,pygments,primary,PkgConfigLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pkl,.pkl,linguist,primary,Pkl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plantuml,.puml,linguist,primary,PlantUML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plantuml,.iuml,linguist,secondary,PlantUML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plantuml,.plantuml,linguist,secondary,PlantUML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plpgsql,.pgsql,linguist,primary,PLpgSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plpgsql,.sql,linguist,secondary,PLpgSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.pls,linguist,primary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.bdy,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.ddl,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.fnc,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.pck,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.pkb,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.pks,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.plb,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.plsql,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.prc,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.spc,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.sql,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.tpb,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.tps,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.trg,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.vw,linguist,secondary,PLSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/plsql,.sql,pygments,primary,TransactSqlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/po,.pot,pygments,primary,GettextLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/po,.po,pygments,secondary,GettextLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pod,.pod,linguist,primary,Pod,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pod-6,.pod,linguist,primary,Pod 6,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pod-6,.pod6,linguist,secondary,Pod 6,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pogoscript,.pogo,linguist,primary,PogoScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pointless,.ptls,pygments,primary,PointlessLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/polar,.polar,linguist,primary,Polar,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pony,.pony,linguist,primary,Pony,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pony,.pony,pygments,primary,PonyLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pony-programming-language,.pony,pygments,primary,PonyLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/portugol,.por,linguist,primary,Portugol,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/portugol,.alg,pygments,primary,PortugolLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/portugol,.portugol,pygments,secondary,PortugolLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/postcss,.pcss,linguist,primary,PostCSS,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/postcss,.postcss,linguist,secondary,PostCSS,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/postscript,.ps,linguist,primary,PostScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/postscript,.eps,linguist,secondary,PostScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/postscript,.epsi,linguist,secondary,PostScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/postscript,.pfa,linguist,secondary,PostScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/postscript,.ps,pygments,primary,PostScriptLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/postscript,.eps,pygments,secondary,PostScriptLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pov-ray-sdl,.pov,linguist,primary,POV-Ray SDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pov-ray-sdl,.inc,linguist,secondary,POV-Ray SDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pov-ray-sdl,.pov,pygments,primary,PovrayLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pov-ray-sdl,.inc,pygments,secondary,PovrayLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/powerbuilder,.pbt,linguist,primary,PowerBuilder,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/powerbuilder,.sra,linguist,secondary,PowerBuilder,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/powerbuilder,.sru,linguist,secondary,PowerBuilder,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/powerbuilder,.srw,linguist,secondary,PowerBuilder,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/powershell,.ps1,linguist,primary,PowerShell,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/powershell,.psd1,linguist,secondary,PowerShell,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/powershell,.psm1,linguist,secondary,PowerShell,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/powershell,.ps1,pygments,primary,PowerShellLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/powershell,.psm1,pygments,secondary,PowerShellLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/praat,.praat,linguist,primary,Praat,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/praat,.praat,pygments,primary,PraatLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/praat,.proc,pygments,secondary,PraatLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/praat,.psc,pygments,secondary,PraatLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/prisma,.prisma,linguist,primary,Prisma,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/processing,.pde,linguist,primary,Processing,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/procfile,.procfile,pygments,primary,ProcfileLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/proguard,.pro,linguist,primary,Proguard,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/proguard,.pro,pygments,primary,VisualPrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/proguard,.cl,pygments,secondary,VisualPrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/proguard,.i,pygments,secondary,VisualPrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/proguard,.pack,pygments,secondary,VisualPrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/proguard,.ph,pygments,secondary,VisualPrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/prolog,.pl,linguist,primary,Prolog,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/prolog,.plt,linguist,secondary,Prolog,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/prolog,.pro,linguist,secondary,Prolog,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/prolog,.prolog,linguist,secondary,Prolog,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/prolog,.yap,linguist,secondary,Prolog,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/prolog,.ecl,pygments,primary,PrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/prolog,.prolog,pygments,secondary,PrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/prolog,.pro,pygments,secondary,PrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/prolog,.pl,pygments,secondary,PrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/promela,.pml,linguist,primary,Promela,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/promela,.pml,pygments,primary,PromelaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/promela,.prom,pygments,secondary,PromelaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/promela,.prm,pygments,secondary,PromelaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/promela,.promela,pygments,secondary,PromelaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/promela,.pr,pygments,secondary,PromelaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/promela,.pm,pygments,secondary,PromelaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/promql,.promql,pygments,primary,PromQLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/propeller-spin,.spin,linguist,primary,Propeller Spin,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/protobuf,.proto,pygments,primary,ProtoBufLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/protocol-buffer,.proto,linguist,primary,Protocol Buffer,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/protocol-buffer,.proto,pygments,primary,ProtoBufLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/protocol-buffer-text-format,.textproto,linguist,primary,Protocol Buffer Text Format,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/protocol-buffer-text-format,.pbt,linguist,secondary,Protocol Buffer Text Format,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/protocol-buffer-text-format,.pbtxt,linguist,secondary,Protocol Buffer Text Format,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/prql,.prql,pygments,primary,PrqlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/ptx,.ptx,pygments,primary,PtxLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/public-key,.asc,linguist,primary,Public Key,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/public-key,.pub,linguist,secondary,Public Key,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/public-key,.asc,pygments,primary,AscLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/public-key,.pem,pygments,secondary,AscLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/public-key,.id_dsa,pygments,secondary,AscLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/public-key,.id_ecdsa,pygments,secondary,AscLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/public-key,.id_ecdsa_sk,pygments,secondary,AscLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/public-key,.id_ed25519,pygments,secondary,AscLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/public-key,.id_rsa,pygments,secondary,AscLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pug,.jade,linguist,primary,Pug,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pug,.pug,linguist,secondary,Pug,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pug,.pug,pygments,primary,PugLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pug,.jade,pygments,secondary,PugLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/puppet,.pp,linguist,primary,Puppet,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/puppet,.pp,pygments,primary,PuppetLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pure-data,.pd,linguist,primary,Pure Data,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/purebasic,.pb,linguist,primary,PureBasic,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/purebasic,.pbi,linguist,secondary,PureBasic,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/purescript,.purs,linguist,primary,PureScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/py,.py,pygments,primary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/py,.pyw,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/py,.pyi,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/py,.jy,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/py,.sage,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/py,.sc,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/py,.sconstruct,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/py,.sconscript,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/py,.bzl,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/py,.buck,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/py,.build,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/py,.workspace,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/py,.tac,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pyret,.arr,linguist,primary,Pyret,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/pyrex,.pyx,pygments,primary,CythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pyrex,.pxd,pygments,secondary,CythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/pyrex,.pxi,pygments,secondary,CythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python,.py,linguist,primary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.cgi,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.fcgi,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.gyp,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.gypi,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.lmi,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.py3,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.pyde,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.pyi,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.pyp,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.pyt,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.pyw,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.rpy,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.spec,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.tac,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.wsgi,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.xpy,linguist,secondary,Python,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python,.py,pygments,primary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python,.pyw,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python,.pyi,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
