pl_id,field,value,source,evidence
pl/progol,homepage,https://www.doc.ic.ac.uk/~shm/progol.html,wikipedia,https://en.wikipedia.org/wiki/Progol
pl/prograph,paradigms,multi-paradigm: object-oriented,wikipedia,https://en.wikipedia.org/wiki/Prograph
pl/prograph,paradigms,visual,wikipedia,https://en.wikipedia.org/wiki/Prograph
pl/prograph,paradigms,dataflow,wikipedia,https://en.wikipedia.org/wiki/Prograph
pl/prograph,designed_by,Various,wikipedia,https://en.wikipedia.org/wiki/Prograph
pl/prograph,designed_by,Acadia University,wikipedia,https://en.wikipedia.org/wiki/Prograph
pl/prograph,first_appeared,1983,wikipedia,https://en.wikipedia.org/wiki/Prograph
pl/prograph,influenced_by,functional programming,wikipedia,https://en.wikipedia.org/wiki/Prograph
pl/prograph,influenced_by,dataflow diagrams,wikipedia,https://en.wikipedia.org/wiki/Prograph
pl/prograph,license,Proprietary,wikipedia,https://en.wikipedia.org/wiki/Prograph
pl/prolog,paradigms,logic,wikipedia,https://en.wikipedia.org/wiki/Prolog
pl/prolog,typing,"untyped (its single data type is ""term"")",wikipedia,https://en.wikipedia.org/wiki/Prolog
pl/prolog,designed_by,Alain Colmerauer,wikipedia,https://en.wikipedia.org/wiki/Prolog
pl/prolog,first_appeared,1972,wikipedia,https://en.wikipedia.org/wiki/Prolog
pl/prolog,influenced_by,Planner,wikipedia,https://en.wikipedia.org/wiki/Prolog
pl/prolog,homepage,https://www.iso.org/standard/21413.html,wikipedia,https://en.wikipedia.org/wiki/Prolog
pl/promal,paradigms,imperative (procedural),wikipedia,https://en.wikipedia.org/wiki/PROMAL
pl/promal,paradigms,structured,wikipedia,https://en.wikipedia.org/wiki/PROMAL
pl/promal,designed_by,Systems Management Associates,wikipedia,https://en.wikipedia.org/wiki/PROMAL
pl/promal,first_appeared,1984,wikipedia,https://en.wikipedia.org/wiki/PROMAL
pl/promal,influenced_by,C,wikipedia,https://en.wikipedia.org/wiki/PROMAL
pl/protobuf,designed_by,Google,wikipedia,https://en.wikipedia.org/wiki/Protocol_Buffers
pl/protobuf,first_appeared,2001,wikipedia,https://en.wikipedia.org/wiki/Protocol_Buffers
pl/protobuf,license,BSD,wikipedia,https://en.wikipedia.org/wiki/Protocol_Buffers
pl/protobuf,homepage,https://protobuf.dev,wikipedia,https://en.wikipedia.org/wiki/Protocol_Buffers
pl/ps-algol,paradigms,multi-paradigm: procedural,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,paradigms,imperative,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,paradigms,structured,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,designed_by,University of St Andrews University of Edinburgh,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,designed_by,Ron Morrison,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,designed_by,Pete Bailey,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,designed_by,Fred Brown,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,designed_by,Paul Cockshott,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,designed_by,Ken Chisholm,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,designed_by,Al Dearle,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,first_appeared,1983,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,influenced_by,ALGOL 60,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,influenced_by,S-algol,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/ps-algol,implementation_languages,S-algol,wikipedia,https://en.wikipedia.org/wiki/PS-algol
pl/psl,paradigms,multi-paradigm: functional,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,paradigms,procedural,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,paradigms,object-oriented,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,paradigms,reflective,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,paradigms,meta,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,typing,"dynamic, strong",wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,designed_by,University of Utah Hewlett-Packard Zuse Institute Berlin,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,first_appeared,1980,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,influenced_by,Lisp,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,influenced_by,Standard Lisp,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,influenced_by,Portable Lisp Compiler,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,license,BSD,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,implementation_languages,Lisp,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,implementation_languages,assembly language,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/psl,homepage,http://user.ceng.metu.edu.tr/~ucoluk/research/lisp/generalinfo.html,wikipedia,https://en.wikipedia.org/wiki/Portable_Standard_Lisp
pl/pug,license,GNU Lesser General Public License,wikipedia,https://en.wikipedia.org/wiki/Java_Agent_Development_Framework
pl/pug,homepage,https://jade-project.gitlab.io/,wikipedia,https://en.wikipedia.org/wiki/Java_Agent_Development_Framework
pl/pure,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure,paradigms,declarative,wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure,paradigms,term rewriting,wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure,typing,"strong, dynamic",wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure,designed_by,Albert Gräf,wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure,first_appeared,2008,wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure,influenced_by,Q (equational language),wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure,influenced_by,Haskell,wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure,influenced_by,Lisp,wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure,influenced_by,Alice,wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure,influenced_by,MATLAB,wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure,license,GNU Lesser General Public License,wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure,homepage,http://agraef.github.io/pure-lang,wikipedia,https://en.wikipedia.org/wiki/Pure_(programming_language)
pl/pure-data,paradigms,dataflow,wikipedia,https://en.wikipedia.org/wiki/Pure_Data
pl/pure-data,designed_by,Miller S. Puckette,wikipedia,https://en.wikipedia.org/wiki/Pure_Data
pl/pure-data,first_appeared,1996,wikipedia,https://en.wikipedia.org/wiki/Pure_Data
pl/pure-data,influenced_by,Patcher,wikipedia,https://en.wikipedia.org/wiki/Pure_Data
pl/pure-data,license,BSD-3-Clause,wikipedia,https://en.wikipedia.org/wiki/Pure_Data
pl/pure-data,homepage,http://puredata.info,wikipedia,https://en.wikipedia.org/wiki/Pure_Data
pl/purebasic,paradigms,structured,wikipedia,https://en.wikipedia.org/wiki/PureBasic
pl/purebasic,paradigms,imperative,wikipedia,https://en.wikipedia.org/wiki/PureBasic
pl/purebasic,paradigms,procedural,wikipedia,https://en.wikipedia.org/wiki/PureBasic
pl/purebasic,designed_by,Fantaisie Software,wikipedia,https://en.wikipedia.org/wiki/PureBasic
pl/purebasic,first_appeared,1998,wikipedia,https://en.wikipedia.org/wiki/PureBasic
pl/purebasic,license,Trialware,wikipedia,https://en.wikipedia.org/wiki/PureBasic
pl/purebasic,homepage,http://www.purebasic.com,wikipedia,https://en.wikipedia.org/wiki/PureBasic
pl/puredata,paradigms,dataflow,wikipedia,https://en.wikipedia.org/wiki/Pure_Data
pl/puredata,designed_by,Miller S. Puckette,wikipedia,https://en.wikipedia.org/wiki/Pure_Data
pl/puredata,first_appeared,1996,wikipedia,https://en.wikipedia.org/wiki/Pure_Data
pl/puredata,influenced_by,Patcher,wikipedia,https://en.wikipedia.org/wiki/Pure_Data
pl/puredata,license,BSD-3-Clause,wikipedia,https://en.wikipedia.org/wiki/Pure_Data
pl/puredata,homepage,http://puredata.info,wikipedia,https://en.wikipedia.org/wiki/Pure_Data
pl/purescript,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/PureScript
pl/purescript,typing,"inferred, static, strong",wikipedia,https://en.wikipedia.org/wiki/PureScript
pl/purescript,designed_by,Phil Freeman,wikipedia,https://en.wikipedia.org/wiki/PureScript
pl/purescript,first_appeared,2013,wikipedia,https://en.wikipedia.org/wiki/PureScript
pl/purescript,influenced_by,Haskell,wikipedia,https://en.wikipedia.org/wiki/PureScript
pl/purescript,influenced_by,JavaScript,wikipedia,https://en.wikipedia.org/wiki/PureScript
pl/purescript,license,BSD 3-clause,wikipedia,https://en.wikipedia.org/wiki/PureScript
pl/purescript,homepage,https://www.purescript.org/,wikipedia,https://en.wikipedia.org/wiki/PureScript
pl/pv-wave,designed_by,Perforce,wikipedia,https://en.wikipedia.org/wiki/PV-Wave
pl/pv-wave,designed_by,Precision Visuals,wikipedia,https://en.wikipedia.org/wiki/PV-Wave
pl/py,paradigms,multi-paradigm: object-oriented,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,paradigms,procedural (imperative),wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,paradigms,structured,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,paradigms,reflective,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,typing,"duck, dynamic, strong; optional type annotations",wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,designed_by,Python Software Foundation,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,designed_by,Guido van Rossum,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,first_appeared,1991,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,ABC,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,Ada,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,ALGOL 68,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,APL,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,C,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,C++,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,CLU,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,Dylan,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,Haskell,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,Icon,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,Lisp,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,Modula-3,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,Perl,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,influenced_by,Standard ML,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,license,Python Software Foundation License,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/py,homepage,https://www.python.org/,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/pyrex,designed_by,Robert Bradshaw,wikipedia,https://en.wikipedia.org/wiki/Cython
pl/pyrex,designed_by,Stefan Behnel,wikipedia,https://en.wikipedia.org/wiki/Cython
pl/pyrex,designed_by,et al,wikipedia,https://en.wikipedia.org/wiki/Cython
pl/pyrex,first_appeared,2007,wikipedia,https://en.wikipedia.org/wiki/Cython
pl/pyrex,influenced_by,C,wikipedia,https://en.wikipedia.org/wiki/Cython
pl/pyrex,influenced_by,Python,wikipedia,https://en.wikipedia.org/wiki/Cython
pl/pyrex,license,Apache License 2.0,wikipedia,https://en.wikipedia.org/wiki/Cython
pl/pyrex,implementation_languages,Python,wikipedia,https://en.wikipedia.org/wiki/Cython
pl/pyrex,homepage,https://cython.org,wikipedia,https://en.wikipedia.org/wiki/Cython
pl/python,paradigms,multi-paradigm: object-oriented,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,paradigms,procedural (imperative),wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,paradigms,structured,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,paradigms,reflective,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,typing,"duck, dynamic, strong; optional type annotations",wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,designed_by,Python Software Foundation,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,designed_by,Guido van Rossum,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,first_appeared,1991,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,ABC,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,Ada,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,ALGOL 68,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,APL,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,C,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,C++,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,CLU,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,Dylan,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,Haskell,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,Icon,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,Lisp,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,Modula-3,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,Perl,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,influenced_by,Standard ML,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,license,Python Software Foundation License,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python,homepage,https://www.python.org/,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,paradigms,multi-paradigm: object-oriented,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,paradigms,procedural (imperative),wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,paradigms,structured,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,paradigms,reflective,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,typing,"duck, dynamic, strong; optional type annotations",wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,designed_by,Python Software Foundation,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,designed_by,Guido van Rossum,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,first_appeared,1991,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,ABC,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,Ada,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,ALGOL 68,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,APL,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,C,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,C++,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,CLU,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,Dylan,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,Haskell,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,Icon,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,Lisp,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,Modula-3,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,Perl,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,influenced_by,Standard ML,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,license,Python Software Foundation License,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/python-programming-language,homepage,https://www.python.org/,wikipedia,https://en.wikipedia.org/wiki/Python_(programming_language)
pl/q-sharp,paradigms,quantum,wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,paradigms,imperative,wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,typing,"static, strong",wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,designed_by,Microsoft,wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,designed_by,Microsoft Research (quantum architectures,wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,designed_by,computation group,wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,designed_by,QuArC),wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,first_appeared,2017,wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,influenced_by,C#,wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,influenced_by,F#,wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,influenced_by,Python,wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,license,MIT License,wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/q-sharp,homepage,https://learn.microsoft.com/en-us/azure/quantum/,wikipedia,https://en.wikipedia.org/wiki/Q_Sharp
pl/qalb,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/Qalb_(programming_language)
pl/qalb,designed_by,Ramsey Nasser,wikipedia,https://en.wikipedia.org/wiki/Qalb_(programming_language)
pl/qalb,first_appeared,2012,wikipedia,https://en.wikipedia.org/wiki/Qalb_(programming_language)
pl/qalb,influenced_by,Scheme,wikipedia,https://en.wikipedia.org/wiki/Qalb_(programming_language)
pl/qalb,homepage,https://nas.sr/%D9%82%D9%84%D8%A8,wikipedia,https://en.wikipedia.org/wiki/Qalb_(programming_language)
pl/qb64,designed_by,Rob Galleon,wikipedia,https://en.wikipedia.org/wiki/QB64
pl/qb64,designed_by,QB64Team,wikipedia,https://en.wikipedia.org/wiki/QB64
pl/qb64,first_appeared,2007,wikipedia,https://en.wikipedia.org/wiki/QB64
pl/qb64,influenced_by,QuickBASIC,wikipedia,https://en.wikipedia.org/wiki/QB64
pl/qb64,influenced_by,QBASIC,wikipedia,https://en.wikipedia.org/wiki/QB64
pl/qb64,license,MIT,wikipedia,https://en.wikipedia.org/wiki/QB64
pl/qb64,homepage,https://qb64.com/,wikipedia,https://en.wikipedia.org/wiki/QB64
pl/qbasic,paradigms,non-structured,wikipedia,https://en.wikipedia.org/wiki/BASIC
pl/qbasic,paradigms,later procedural,wikipedia,https://en.wikipedia.org/wiki/BASIC
pl/qbasic,paradigms,later object-oriented,wikipedia,https://en.wikipedia.org/wiki/BASIC
pl/qbasic,designed_by,John G. Kemeny,wikipedia,https://en.wikipedia.org/wiki/BASIC
pl/qbasic,designed_by,Thomas E. Kurtz,wikipedia,https://en.wikipedia.org/wiki/BASIC
pl/qbasic,first_appeared,1964,wikipedia,https://en.wikipedia.org/wiki/BASIC
pl/qbasic,influenced_by,ALGOL 60,wikipedia,https://en.wikipedia.org/wiki/BASIC
pl/qbasic,influenced_by,FORTRAN II,wikipedia,https://en.wikipedia.org/wiki/BASIC
pl/qbasic,influenced_by,JOSS,wikipedia,https://en.wikipedia.org/wiki/BASIC
pl/qfx,designed_by,Intuit,wikipedia,https://en.wikipedia.org/wiki/QFX_(file_format)
pl/qif,designed_by,Intuit,wikipedia,https://en.wikipedia.org/wiki/Quicken_Interchange_Format
pl/qml,paradigms,multi-paradigm: declarative,wikipedia,https://en.wikipedia.org/wiki/QML
pl/qml,paradigms,reactive,wikipedia,https://en.wikipedia.org/wiki/QML
pl/qml,paradigms,scripting,wikipedia,https://en.wikipedia.org/wiki/QML
pl/qml,typing,"dynamic, strong",wikipedia,https://en.wikipedia.org/wiki/QML
pl/qml,designed_by,Qt Project,wikipedia,https://en.wikipedia.org/wiki/QML
pl/qml,first_appeared,2009,wikipedia,https://en.wikipedia.org/wiki/QML
pl/qml,influenced_by,XAML,wikipedia,https://en.wikipedia.org/wiki/QML
pl/qml,influenced_by,JSON,wikipedia,https://en.wikipedia.org/wiki/QML
pl/qml,influenced_by,JavaScript,wikipedia,https://en.wikipedia.org/wiki/QML
pl/qml,influenced_by,Qt,wikipedia,https://en.wikipedia.org/wiki/QML
pl/qml,homepage,https://doc.qt.io/qt/qmlapplications.html,wikipedia,https://en.wikipedia.org/wiki/QML
pl/qore,paradigms,multi-paradigm: thread safe / parallel / shared memory,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,paradigms,imperative,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,paradigms,object-oriented (class-based),wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,paradigms,procedural,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,typing,"dynamic, optionally strong",wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,designed_by,David Nichols,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,influenced_by,Perl,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,influenced_by,D,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,influenced_by,C++,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,influenced_by,Java,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,license,"MIT License, GNU General Public License, GNU Lesser General Public License",wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,implementation_languages,C++,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,implementation_languages,Pthreads,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore,homepage,http://www.qore.org,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,paradigms,multi-paradigm: thread safe / parallel / shared memory,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,paradigms,imperative,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,paradigms,object-oriented (class-based),wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,paradigms,procedural,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,typing,"dynamic, optionally strong",wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,designed_by,David Nichols,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,influenced_by,Perl,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,influenced_by,D,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,influenced_by,C++,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,influenced_by,Java,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,license,"MIT License, GNU General Public License, GNU Lesser General Public License",wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,implementation_languages,C++,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,implementation_languages,Pthreads,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/qore-programming-language,homepage,http://www.qore.org,wikipedia,https://en.wikipedia.org/wiki/Qore_(programming_language)
pl/quakec,paradigms,imperative (procedural),wikipedia,https://en.wikipedia.org/wiki/QuakeC
pl/quakec,paradigms,structured,wikipedia,https://en.wikipedia.org/wiki/QuakeC
pl/quakec,typing,"static, strong",wikipedia,https://en.wikipedia.org/wiki/QuakeC
pl/quakec,designed_by,id Software,wikipedia,https://en.wikipedia.org/wiki/QuakeC
pl/quakec,designed_by,John Carmack,wikipedia,https://en.wikipedia.org/wiki/QuakeC
pl/quakec,first_appeared,1996,wikipedia,https://en.wikipedia.org/wiki/QuakeC
pl/quakec,influenced_by,C,wikipedia,https://en.wikipedia.org/wiki/QuakeC
pl/quel,designed_by,Michael Stonebraker,wikipedia,https://en.wikipedia.org/wiki/QUEL_query_languages
pl/quel,first_appeared,1976,wikipedia,https://en.wikipedia.org/wiki/QUEL_query_languages
pl/quel,influenced_by,Alpha,wikipedia,https://en.wikipedia.org/wiki/QUEL_query_languages
pl/quickbasic,paradigms,multi-paradigm: structured,wikipedia,https://en.wikipedia.org/wiki/Visual_Basic_(.NET)
pl/quickbasic,paradigms,imperative,wikipedia,https://en.wikipedia.org/wiki/Visual_Basic_(.NET)
pl/quickbasic,paradigms,object-oriented,wikipedia,https://en.wikipedia.org/wiki/Visual_Basic_(.NET)
pl/quickbasic,paradigms,declarative,wikipedia,https://en.wikipedia.org/wiki/Visual_Basic_(.NET)
pl/quickbasic,paradigms,generic,wikipedia,https://en.wikipedia.org/wiki/Visual_Basic_(.NET)
pl/quickbasic,paradigms,reflective,wikipedia,https://en.wikipedia.org/wiki/Visual_Basic_(.NET)
pl/quickbasic,paradigms,event-driven,wikipedia,https://en.wikipedia.org/wiki/Visual_Basic_(.NET)
pl/quickbasic,typing,"static, both strong and weak, both safe and unsafe, nominative",wikipedia,https://en.wikipedia.org/wiki/Visual_Basic_(.NET)
pl/quickbasic,designed_by,Microsoft,wikipedia,https://en.wikipedia.org/wiki/Visual_Basic_(.NET)
pl/quickbasic,first_appeared,2001,wikipedia,https://en.wikipedia.org/wiki/Visual_Basic_(.NET)
