heuristic_id,applies_to_ext,priority,predicts_language,predicts_pl_id,pattern_kind,predicates_json,source
h/linguist/.inc/3,.inc,3,NASL,pl/nasl,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*include\\s*\\(\\s*(?:\""|')[\\\\/\\w\\-\\.:\\s]+\\.(?:nasl|inc)\\s*(?:\""|')\\s*\\)\\s*;"", ""^\\s*(?:global|local)_var\\s+(?:\\w+(?:\\s*=\\s*[\\w\\-\""']+)?\\s*)(?:,\\s*\\w+(?:\\s*=\\s*[\\w\\-\""']+)?\\s*)*\\s*;"", ""^\\s*namespace\\s+\\w+\\s*\\{"", ""^\\s*object\\s+\\w+\\s*(?:extends\\s+\\w+(?:::\\w+)?)?\\s*\\{"", ""^\\s*(?:public\\s+|private\\s+|\\s*)function\\s+\\w+\\s*\\([\\w\\s,]*\\)\\s*\\{""]}]",linguist/heuristics.yml
h/linguist/.inc/4,.inc,4,POV-Ray SDL,pl/pov-ray-sdl,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*#(declare|local|macro|while)\\s""]}]",linguist/heuristics.yml
h/linguist/.inc/5,.inc,5,Pascal,pl/pascal,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:^\\s*\\{\\$(?:mode|ifdef|undef|define)[ ]+[a-z0-9_]+\\})"", ""^\\s*end[.;]\\s*$""]}]",linguist/heuristics.yml
h/linguist/.inc/6,.inc,6,BitBake,pl/bitbake,predicates,"[{""kind"": ""any"", ""regexes"": [""^inherit(\\s+[\\w.-]+)+\\s*$""]}]",linguist/heuristics.yml
h/linguist/.inc/7,.inc,7,Assembly,pl/assembly,predicates,"[{""kind"": ""any"", ""regexes"": [""^(?i)[^\""m]*mov\\s+[^\\s]+,"", ""^\\s+(?i)db\\s+[a-z\\d]""]}]",linguist/heuristics.yml
h/linguist/.json/0,.json,0,OASv2-json,pl/oasv2-json,predicates,"[{""kind"": ""any"", ""regexes"": [""\""swagger\"":\\s?\""2.[0-9.]+\""""]}]",linguist/heuristics.yml
h/linguist/.json/1,.json,1,OASv3-json,pl/oasv3-json,predicates,"[{""kind"": ""any"", ""regexes"": [""\""openapi\"":\\s?\""3.[0-9.]+\""""]}]",linguist/heuristics.yml
h/linguist/.json/2,.json,2,JSON,pl/json,default,[],linguist/heuristics.yml
h/linguist/.k/0,.k,0,KCL,pl/kcl,predicates,"[{""kind"": ""any"", ""regexes"": [""^schema [A-Za-z0-9_-]+"", ""^\\}$"", ""\\s*\\}\\s*""]}]",linguist/heuristics.yml
h/linguist/.k/1,.k,1,KFramework,pl/kframework,predicates,"[{""kind"": ""any"", ""regexes"": [""^requires\\s+\""[^\""]+\""$"", ""^syntax\\s+\\w+\\s+::=.*"", ""^endmodule$""]}]",linguist/heuristics.yml
h/linguist/.l/0,.l,0,Common Lisp,pl/common-lisp,predicates,"[{""kind"": ""any"", ""regexes"": [""\\(def(un|macro)\\s""]}]",linguist/heuristics.yml
h/linguist/.l/1,.l,1,Lex,pl/lex,predicates,"[{""kind"": ""any"", ""regexes"": [""^(%[%{}]xs|<.*>)""]}]",linguist/heuristics.yml
h/linguist/.l/2,.l,2,Roff,pl/roff,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\.[A-Za-z]{2}(\\s|$)""]}]",linguist/heuristics.yml
h/linguist/.l/3,.l,3,PicoLisp,pl/picolisp,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\((de|class|rel|code|data|must)\\s""]}]",linguist/heuristics.yml
h/linguist/.lean/0,.lean,0,Lean,pl/lean,predicates,"[{""kind"": ""any"", ""regexes"": [""^import [a-z]""]}]",linguist/heuristics.yml
h/linguist/.lean/1,.lean,1,Lean 4,pl/lean-4,predicates,"[{""kind"": ""any"", ""regexes"": [""^import [A-Z]""]}]",linguist/heuristics.yml
h/linguist/.lp/0,.lp,0,Lambdapi,pl/lambdapi,predicates,"[{""kind"": ""any"", ""regexes"": [""(?:^|\\s)symbol(?:$|\\s)|(?:^|\\s)rule(?:$|\\s)""]}]",linguist/heuristics.yml
h/linguist/.lp/1,.lp,1,Linear Programming,pl/linear-programming,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i)^\\s*(?:minimize|minimum|min|maximize|maximum|max)(?:\\s+multi-objectives)?\\s*$""]}]",linguist/heuristics.yml
h/linguist/.lp/2,.lp,2,Answer Set Programming,pl/answer-set-programming,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*#(?:include|const|program|script|show|minimize|maximize|heuristic|project|edge|theory|defined)\\b"", ""^\\s*(?:[A-Za-z_]\\w*(?:\\([^)]*\\))?\\s*:-|:-)\\s[^.]*\\."", ""^\\s*[a-z_][a-zA-Z0-9_]*(?:\\([^)]*\\))?\\s*\\.\\s*$""]}]",linguist/heuristics.yml
h/linguist/.ls/0,.ls,0,LoomScript,pl/loomscript,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*package\\s*[\\w\\.\\/\\*\\s]*\\s*\\{""]}]",linguist/heuristics.yml
h/linguist/.ls/1,.ls,1,LiveScript,pl/livescript,default,[],linguist/heuristics.yml
h/linguist/.lsp/0,.lsp,0,Common Lisp,pl/common-lisp,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*\\((?i:defun|in-package|defpackage) ""]}]",linguist/heuristics.yml
h/linguist/.lsp/1,.lsp,1,NewLisp,pl/newlisp,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*\\(define ""]}]",linguist/heuristics.yml
h/linguist/.lisp/0,.lisp,0,Common Lisp,pl/common-lisp,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*\\((?i:defun|in-package|defpackage) ""]}]",linguist/heuristics.yml
h/linguist/.lisp/1,.lisp,1,NewLisp,pl/newlisp,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*\\(define ""]}]",linguist/heuristics.yml
h/linguist/.m/0,.m,0,Objective-C,pl/objective-c,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*(@(interface|class|protocol|property|end|synchronised|selector|implementation)\\b|#import\\s+.+\\.h[\"">])""]}]",linguist/heuristics.yml
h/linguist/.m/1,.m,1,Mercury,pl/mercury,predicates,"[{""kind"": ""any"", ""regexes"": ["":- module""]}]",linguist/heuristics.yml
h/linguist/.m/2,.m,2,MUF,pl/muf,predicates,"[{""kind"": ""any"", ""regexes"": [""^: ""]}]",linguist/heuristics.yml
h/linguist/.m/3,.m,3,M,pl/m,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*;""]}]",linguist/heuristics.yml
h/linguist/.m/4,.m,4,Wolfram Language,pl/wolfram-language,predicates,"[{""kind"": ""any"", ""regexes"": [""\\(\\*""]}, {""kind"": ""any"", ""regexes"": [""\\*\\)$""]}]",linguist/heuristics.yml
h/linguist/.m/5,.m,5,MATLAB,pl/matlab,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*%""]}]",linguist/heuristics.yml
h/linguist/.m/6,.m,6,Limbo,pl/limbo,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\w+\\s*:\\s*module\\s*\\{""]}]",linguist/heuristics.yml
h/linguist/.m4/0,.m4,0,M4Sugar,pl/m4sugar,predicates,"[{""kind"": ""any"", ""regexes"": [""AC_DEFUN|AC_PREREQ|AC_INIT"", ""^_?m4_""]}]",linguist/heuristics.yml
h/linguist/.m4/1,.m4,1,M4,pl/m4,default,[],linguist/heuristics.yml
h/linguist/.mask/0,.mask,0,Unity3D Asset,pl/unity3d-asset,predicates,"[{""kind"": ""any"", ""regexes"": [""tag:unity3d.com""]}]",linguist/heuristics.yml
h/linguist/.mc/0,.mc,0,Win32 Message File,pl/win32-message-file,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i)^[ \\t]*(\\/\\*\\s*)?MessageId=|^\\.$""]}]",linguist/heuristics.yml
h/linguist/.mc/1,.mc,1,M4,pl/m4,predicates,"[{""kind"": ""any"", ""regexes"": [""^dnl|^divert\\((?:-?\\d+)?\\)|^\\w+\\(`[^\\r\\n]*?'[),]""]}]",linguist/heuristics.yml
h/linguist/.mc/2,.mc,2,Monkey C,pl/monkey-c,predicates,"[{""kind"": ""any"", ""regexes"": [""\\b(?:using|module|function|class|var)\\s+\\w""]}]",linguist/heuristics.yml
h/linguist/.md/0,.md,0,Markdown,pl/markdown,predicates,"[{""kind"": ""any"", ""regexes"": [""(^[-A-Za-z0-9=#!\\*\\[|>])|<\\/"", ""\\A\\z""]}]",linguist/heuristics.yml
h/linguist/.md/1,.md,1,GCC Machine Description,pl/gcc-machine-description,predicates,"[{""kind"": ""any"", ""regexes"": [""^(;;|\\(define_)""]}]",linguist/heuristics.yml
h/linguist/.md/2,.md,2,Markdown,pl/markdown,default,[],linguist/heuristics.yml
h/linguist/.ml/0,.ml,0,OCaml,pl/ocaml,predicates,"[{""kind"": ""any"", ""regexes"": [""(^\\s*module)|let rec |match\\s+(\\S+\\s)+with""]}]",linguist/heuristics.yml
h/linguist/.ml/1,.ml,1,Standard ML,pl/standard-ml,predicates,"[{""kind"": ""any"", ""regexes"": [""=> |case\\s+(\\S+\\s)+of""]}]",linguist/heuristics.yml
h/linguist/.mod/0,.mod,0,XML,pl/xml,predicates,"[{""kind"": ""any"", ""regexes"": [""<!ENTITY ""]}]",linguist/heuristics.yml
h/linguist/.mod/1,.mod,1,NMODL,pl/nmodl,predicates,"[{""kind"": ""any"", ""regexes"": [""\\b(NEURON|INITIAL|UNITS)\\b""]}]",linguist/heuristics.yml
h/linguist/.mod/2,.mod,2,Modula-2,pl/modula-2,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*(?i:MODULE|END) [\\w\\.]+;""]}]",linguist/heuristics.yml
h/linguist/.mod/3,.mod,3,Linux Kernel Module,pl/linux-kernel-module,default,[],linguist/heuristics.yml
h/linguist/.mod/3,.mod,3,AMPL,pl/ampl,default,[],linguist/heuristics.yml
h/linguist/.mojo/0,.mojo,0,Mojo,pl/mojo,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*(alias|def|from|fn|import|struct|trait)\\s""]}]",linguist/heuristics.yml
h/linguist/.mojo/1,.mojo,1,XML,pl/xml,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*<\\?xml""]}]",linguist/heuristics.yml
h/linguist/.mps/0,.mps,0,JetBrains MPS,pl/jetbrains-mps,predicates,"[{""kind"": ""any"", ""regexes"": [""<persistence""]}]",linguist/heuristics.yml
h/linguist/.mps/1,.mps,1,Mathematical Programming System,pl/mathematical-programming-system,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i)^\\s*(ROWS|COLUMNS)\\s*$""]}]",linguist/heuristics.yml
h/linguist/.ms/0,.ms,0,Roff,pl/roff,predicates,"[{""kind"": ""any"", ""regexes"": [""^[.'][A-Za-z]{2}(\\s|$)""]}]",linguist/heuristics.yml
h/linguist/.ms/1,.ms,1,Unix Assembly,pl/unix-assembly,predicates,"[{""kind"": ""not_any"", ""regexes"": [""/\\*""]}, {""kind"": ""any"", ""regexes"": [""^\\s*\\.(?:include\\s|globa?l\\s|[A-Za-z][_A-Za-z0-9]*:)""]}]",linguist/heuristics.yml
h/linguist/.ms/2,.ms,2,MAXScript,pl/maxscript,default,[],linguist/heuristics.yml
h/linguist/.msg/0,.msg,0,OMNeT++ MSG,pl/omnetpp-msg,predicates,"[{""kind"": ""any"", ""regexes"": [""^cplusplus\\(?[\\S]*\\)?[\\s]*\\{?\\{?|^namespace[\\s]+([^.\\s]*\\.)*[^.\\s]*;|^struct[\\s]+[\\S]+|^message[\\s]+[\\S]+(extends )?[\\S]*[\\s]*|^packet[\\s]+[\\S]+|^class[\\s]+[\\S]+(extends )?[\\S]*[\\s]*|^enum[\\s]+[\\S]+|^import ([^.\\s]*\\.)*[^.\\s]*;""]}]",linguist/heuristics.yml
h/linguist/.msg/1,.msg,1,ROS Interface,pl/ros-interface,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i)^[a-z]\\w*(?:\\/[a-z]\\w*)?(?:<=\\d+)?(?:\\[(?:<=\\d+)?\\])?\\s+\\w+\\b""]}, {""kind"": ""not_any"", ""regexes"": [""^\\s*[^\\s@#\\w-]""]}]",linguist/heuristics.yml
h/linguist/.n/0,.n,0,Roff,pl/roff,predicates,"[{""kind"": ""any"", ""regexes"": [""^[.']""]}]",linguist/heuristics.yml
h/linguist/.n/1,.n,1,Nemerle,pl/nemerle,predicates,"[{""kind"": ""any"", ""regexes"": [""^(module|namespace|using)\\s""]}]",linguist/heuristics.yml
h/linguist/.ncl/0,.ncl,0,XML,pl/xml,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*<\\?xml\\s+version""]}]",linguist/heuristics.yml
h/linguist/.ncl/1,.ncl,1,Gerber Image,pl/gerber-image,predicates,"[{""kind"": ""any"", ""regexes"": [""^[DGMT][0-9]{2}\\*(?:\\r?\\n|\\r)""]}]",linguist/heuristics.yml
h/linguist/.ncl/2,.ncl,2,Nickel,pl/nickel,predicates,"[{""kind"": ""any"", ""regexes"": [""^let(?:\\srec)?(?:\\s[a-zA-Z_][a-zA-Z0-9_]*)?"", ""^import\\s\""[^\""]+\""\\s+as\\s"", ""std\\.[a-zA-Z_][a-zA-Z0-9_]*\\.""]}]",linguist/heuristics.yml
h/linguist/.ncl/3,.ncl,3,Text,pl/text,predicates,"[{""kind"": ""any"", ""regexes"": [""THE_TITLE""]}]",linguist/heuristics.yml
h/linguist/.ncl/4,.ncl,4,NCL,pl/ncl,predicates,"[{""kind"": ""any"", ""regexes"": [""^load \"""", ""^begin$"", ""[0-9]\\.$"", ""^;""]}]",linguist/heuristics.yml
h/linguist/.nl/0,.nl,0,NL,pl/nl,predicates,"[{""kind"": ""any"", ""regexes"": [""^(b|g)[0-9]+ ""]}]",linguist/heuristics.yml
h/linguist/.nl/1,.nl,1,NewLisp,pl/newlisp,default,[],linguist/heuristics.yml
h/linguist/.nr/0,.nr,0,Roff,pl/roff,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\.""]}]",linguist/heuristics.yml
h/linguist/.nr/1,.nr,1,Noir,pl/noir,default,[],linguist/heuristics.yml
h/linguist/.nu/0,.nu,0,Nushell,pl/nushell,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*(import|export|module|def|let|let-env) ""]}]",linguist/heuristics.yml
h/linguist/.nu/1,.nu,1,Nu,pl/nu,default,[],linguist/heuristics.yml
h/linguist/.odin/0,.odin,0,Object Data Instance Notation,pl/object-data-instance-notation,predicates,"[{""kind"": ""any"", ""regexes"": [""(?:^|<)\\s*[A-Za-z0-9_]+\\s*=\\s*<""]}]",linguist/heuristics.yml
h/linguist/.odin/1,.odin,1,Odin,pl/odin,predicates,"[{""kind"": ""any"", ""regexes"": [""package\\s+\\w+|\\b(?:im|ex)port\\s*\""[\\w:./]+\""|\\w+\\s*::\\s*(?:proc|struct)\\s*\\(|^\\s*//\\s""]}]",linguist/heuristics.yml
h/linguist/.p/0,.p,0,Gnuplot,pl/gnuplot,predicates,"[{""kind"": ""any"", ""regexes"": [""^s?plot\\b"", ""^set\\s+(term|terminal|out|output|[xy]tics|[xy]label|[xy]range|style)\\b""]}]",linguist/heuristics.yml
h/linguist/.p/1,.p,1,OpenEdge ABL,pl/openedge-abl,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i)\\bDEFINE\\s+(?:VARIABLE|TEMP-TABLE|BUFFER|QUERY|INPUT\\s+PARAMETER|OUTPUT\\s+PARAMETER)\\b"", ""(?i)\\bEND(?:\\s+(?:PROCEDURE|FUNCTION|DO|FOR\\s+EACH))?\\.""]}]",linguist/heuristics.yml
h/linguist/.php/0,.php,0,Hack,pl/hack,predicates,"[{""kind"": ""any"", ""regexes"": [""<\\?hh""]}]",linguist/heuristics.yml
h/linguist/.php/1,.php,1,PHP,pl/php,predicates,"[{""kind"": ""any"", ""regexes"": [""<\\?[^h]""]}]",linguist/heuristics.yml
h/linguist/.pkl/0,.pkl,0,Pkl,pl/pkl,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*(module|import|amends|extends|local|const|fixed|abstract|open|class|typealias|@\\w+)\\b"", ""^\\s*[a-zA-Z0-9_$]+\\s*(=|{|:)|^\\s*`[^`]+`\\s*(=|{|:)|for\\s*\\(|when\\s*\\(""]}]",linguist/heuristics.yml
h/linguist/.pkl/1,.pkl,1,Pickle,pl/pickle,default,[],linguist/heuristics.yml
h/linguist/.pl/0,.pl,0,Prolog,pl/prolog,predicates,"[{""kind"": ""any"", ""regexes"": [""^[^#]*:-""]}]",linguist/heuristics.yml
h/linguist/.pl/1,.pl,1,Perl,pl/perl,predicates,"[{""kind"": ""not_any"", ""regexes"": [""^\\s*use\\s+v6\\b""]}, {""kind"": ""any"", ""regexes"": [""\\buse\\s+(?:strict\\b|v?5\\b)"", ""^\\s*use\\s+(?:constant|overload)\\b"", ""^\\s*(?:\\*|(?:our\\s*)?@)EXPORT\\s*="", ""^\\s*package\\s+[^\\W\\d]\\w*(?:::\\w+)*\\s*(?:[;{]|\\sv?\\d)"", ""[\\s$][^\\W\\d]\\w*(?::\\w+)*->[a-zA-Z_\\[({]""]}]",linguist/heuristics.yml
h/linguist/.pl/2,.pl,2,Raku,pl/raku,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*(?:use\\s+v6\\b|\\bmodule\\b|\\b(?:my\\s+)?class\\b)""]}]",linguist/heuristics.yml
h/linguist/.plist/0,.plist,0,XML Property List,pl/xml-property-list,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*(?:<\\?xml\\s|<!DOCTYPE\\s+plist|<plist(?:\\s+version\\s*=\\s*[\""']\\d+(?:\\.\\d+)?[\""'])?\\s*>\\s*$)""]}]",linguist/heuristics.yml
h/linguist/.plist/1,.plist,1,OpenStep Property List,pl/openstep-property-list,default,[],linguist/heuristics.yml
h/linguist/.plt/0,.plt,0,Prolog,pl/prolog,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*:-""]}]",linguist/heuristics.yml
h/linguist/.pm/0,.pm,0,Perl,pl/perl,predicates,"[{""kind"": ""not_any"", ""regexes"": [""^\\s*use\\s+v6\\b""]}, {""kind"": ""any"", ""regexes"": [""\\buse\\s+(?:strict\\b|v?5\\b)"", ""^\\s*use\\s+(?:constant|overload)\\b"", ""^\\s*(?:\\*|(?:our\\s*)?@)EXPORT\\s*="", ""^\\s*package\\s+[^\\W\\d]\\w*(?:::\\w+)*\\s*(?:[;{]|\\sv?\\d)"", ""[\\s$][^\\W\\d]\\w*(?::\\w+)*->[a-zA-Z_\\[({]""]}]",linguist/heuristics.yml
h/linguist/.pm/1,.pm,1,Raku,pl/raku,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*(?:use\\s+v6\\b|\\bmodule\\b|\\b(?:my\\s+)?class\\b)""]}]",linguist/heuristics.yml
h/linguist/.pm/2,.pm,2,X PixMap,pl/x-pixmap,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*\\/\\* XPM \\*\\/""]}]",linguist/heuristics.yml
h/linguist/.pod/0,.pod,0,Pod 6,pl/pod-6,predicates,"[{""kind"": ""any"", ""regexes"": [""^[\\s&&[^\\r\\n]]*=(comment|begin pod|begin para|item\\d+)""]}]",linguist/heuristics.yml
h/linguist/.pod/1,.pod,1,Pod,pl/pod,default,[],linguist/heuristics.yml
h/linguist/.pp/0,.pp,0,Pascal,pl/pascal,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*end[.;]""]}]",linguist/heuristics.yml
h/linguist/.pp/1,.pp,1,Puppet,pl/puppet,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s+\\w+\\s+=>\\s""]}]",linguist/heuristics.yml
h/linguist/.pro/0,.pro,0,Proguard,pl/proguard,predicates,"[{""kind"": ""any"", ""regexes"": [""^-(include\\b.*\\.pro$|keep\\b|keepclassmembers\\b|keepattributes\\b)""]}]",linguist/heuristics.yml
h/linguist/.pro/1,.pro,1,Prolog,pl/prolog,predicates,"[{""kind"": ""any"", ""regexes"": [""^[^\\[#]+:-""]}]",linguist/heuristics.yml
h/linguist/.pro/2,.pro,2,INI,pl/ini,predicates,"[{""kind"": ""any"", ""regexes"": [""last_client=""]}]",linguist/heuristics.yml
h/linguist/.pro/3,.pro,3,QMake,pl/qmake,predicates,"[{""kind"": ""any"", ""regexes"": [""HEADERS""]}, {""kind"": ""any"", ""regexes"": [""SOURCES""]}]",linguist/heuristics.yml
h/linguist/.pro/4,.pro,4,IDL,pl/idl,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*(?i:function|pro|compile_opt) \\w[ \\w,:]*$""]}]",linguist/heuristics.yml
h/linguist/.properties/0,.properties,0,INI,pl/ini,predicates,"[{""kind"": ""any"", ""regexes"": [""^[^#!;][^=]*=""]}, {""kind"": ""any"", ""regexes"": [""^[;\\[]""]}]",linguist/heuristics.yml
h/linguist/.properties/1,.properties,1,Java Properties,pl/java-properties,predicates,"[{""kind"": ""any"", ""regexes"": [""^[^#!;][^=]*=""]}, {""kind"": ""any"", ""regexes"": [""^[#!]""]}]",linguist/heuristics.yml
h/linguist/.properties/2,.properties,2,INI,pl/ini,predicates,"[{""kind"": ""any"", ""regexes"": [""^[^#!;][^=]*=""]}]",linguist/heuristics.yml
h/linguist/.properties/3,.properties,3,Java Properties,pl/java-properties,predicates,"[{""kind"": ""any"", ""regexes"": [""^[^#!][^:]*:""]}]",linguist/heuristics.yml
h/linguist/.q/0,.q,0,q,pl/q-3,predicates,"[{""kind"": ""any"", ""regexes"": [""((?i:[A-Z.][\\w.]*:\\{)|^\\\\(cd?|d|l|p|ts?) )""]}]",linguist/heuristics.yml
h/linguist/.q/1,.q,1,HiveQL,pl/hiveql,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:SELECT\\s+[\\w*,]+\\s+FROM|(CREATE|ALTER|DROP)\\s(DATABASE|SCHEMA|TABLE))""]}]",linguist/heuristics.yml
h/linguist/.qs/0,.qs,0,Q#,pl/q-sharp,predicates,"[{""kind"": ""any"", ""regexes"": [""^((\\/{2,3})?\\s*(namespace|operation)\\b)""]}]",linguist/heuristics.yml
h/linguist/.qs/1,.qs,1,Qt Script,pl/qt-script,predicates,"[{""kind"": ""any"", ""regexes"": [""(\\w+\\.prototype\\.\\w+|===|\\bvar\\b)""]}]",linguist/heuristics.yml
h/linguist/.r/0,.r,0,Rebol,pl/rebol,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:\\bRebol\\b)""]}]",linguist/heuristics.yml
h/linguist/.r/1,.r,1,Rez,pl/rez,predicates,"[{""kind"": ""any"", ""regexes"": [""(#include\\s+[\""<](Types\\.r|Carbon\\/Carbon\\.r)[\"">])|((resource|data|type)\\s+'[A-Za-z0-9]{4}'\\s+((\\(.*\\)\\s+){0,1}){)""]}]",linguist/heuristics.yml
h/linguist/.r/2,.r,2,R,pl/r,predicates,"[{""kind"": ""any"", ""regexes"": [""<-|^\\s*#""]}]",linguist/heuristics.yml
h/linguist/.re/0,.re,0,Reason,pl/reason,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*module\\s+type\\s"", ""^\\s*(?:include|open)\\s+\\w+\\s*;\\s*$"", ""^\\s*let\\s+(?:module\\s\\w+\\s*=\\s*\\{|\\w+:\\s+.*=.*;\\s*$)""]}]",linguist/heuristics.yml
h/linguist/.re/1,.re,1,C++,pl/cpp,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*#(?:(?:if|ifdef|define|pragma)\\s+\\w|\\s*include\\s+<[^>]+>)"", ""^\\s*template\\s*<""]}]",linguist/heuristics.yml
h/linguist/.res/0,.res,0,ReScript,pl/rescript,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*(let|module|type)\\s+\\w*\\s+=\\s+"", ""^\\s*(?:include|open)\\s+\\w+\\s*$""]}]",linguist/heuristics.yml
h/linguist/.resource/0,.resource,0,RobotFramework,pl/robotframework,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\*{3} (Settings|Variables|Keywords) \\*{3}$""]}]",linguist/heuristics.yml
h/linguist/.rno/0,.rno,0,RUNOFF,pl/runoff,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:^\\.!|^\\f|\\f$|^\\.end lit(?:eral)?\\b|^\\.[a-zA-Z].*?;\\.[a-zA-Z](?:[; \\t])|\\^\\*[^\\s*][^*]*\\\\\\*(?:$|\\s)|^\\.c;[ \\t]*\\w+)""]}]",linguist/heuristics.yml
h/linguist/.rno/1,.rno,1,Roff,pl/roff,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\.\\\\\"" ""]}]",linguist/heuristics.yml
h/linguist/.rpy/0,.rpy,0,Python,pl/python,predicates,"[{""kind"": ""any"", ""regexes"": [""^(import|from|class|def)\\s""]}]",linguist/heuristics.yml
h/linguist/.rpy/1,.rpy,1,Ren'Py,pl/renpy,default,[],linguist/heuristics.yml
h/linguist/.rs/0,.rs,0,Rust,pl/rust,predicates,"[{""kind"": ""any"", ""regexes"": [""^(use |fn |mod |pub |macro_rules|impl|#!?\\[)""]}]",linguist/heuristics.yml
h/linguist/.rs/1,.rs,1,RenderScript,pl/renderscript,predicates,"[{""kind"": ""any"", ""regexes"": [""#include|#pragma\\s+(rs|version)|__attribute__""]}]",linguist/heuristics.yml
h/linguist/.rs/2,.rs,2,XML,pl/xml,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*<\\?xml""]}]",linguist/heuristics.yml
h/linguist/.s/0,.s,0,Unix Assembly,pl/unix-assembly,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:mov[lq]?)\\s+[%\\$]""]}]",linguist/heuristics.yml
h/linguist/.s/1,.s,1,Assembly,pl/assembly,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:mov)\\s+[^\\s%]{2,},""]}]",linguist/heuristics.yml
h/linguist/.s/2,.s,2,Motorola 68K Assembly,pl/motorola-68k-assembly,predicates,"[{""kind"": ""any"", ""regexes"": [""(?im)\\bmoveq(?:\\.l)?\\s+#(?:\\$-?[0-9a-f]{1,3}|%[0-1]{1,8}|-?[0-9]{1,3}),\\s*d[0-7]\\b"", ""(?im)^\\s*move(?:\\.[bwl])?\\s+(?:sr|usp),\\s*[^\\s]+"", ""(?im)^\\s*move\\.[bwl]\\s+.*\\b[ad]\\d"", ""(?im)^\\s*movem\\.[bwl]\\b"", ""(?im)^\\s*move[mp](?:\\.[wl])?\\b"", ""(?im)^\\s*btst\\b"", ""(?im)^\\s*dbra\\b""]}]",linguist/heuristics.yml
h/linguist/.sc/0,.sc,0,SuperCollider,pl/supercollider,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:\\^(this|super)\\.|^\\s*~\\w+\\s*=\\.)""]}]",linguist/heuristics.yml
h/linguist/.sc/1,.sc,1,Scala,pl/scala,predicates,"[{""kind"": ""any"", ""regexes"": [""(^\\s*import (scala|java)\\.|^\\s*class\\b)""]}]",linguist/heuristics.yml
h/linguist/.scd/0,.scd,0,SuperCollider,pl/supercollider,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:\\^(this|super)\\.|^\\s*(~\\w+\\s*=\\.|SynthDef\\b))""]}]",linguist/heuristics.yml
h/linguist/.scd/1,.scd,1,Markdown,pl/markdown,predicates,"[{""kind"": ""any"", ""regexes"": [""^#+\\s+(NAME|SYNOPSIS|DESCRIPTION)""]}]",linguist/heuristics.yml
